submitted_at,ticker,paper_side,quantity,limit_price,notional,dry_run,order_status,order_id,error,transaction_cost_bps,slippage_bps,estimated_transaction_cost,estimated_slippage_cost,estimated_total_cost,risk_ok,risk_reason,company_name,final_close_model_side,target_weight,current_weight,order_weight_delta,estimated_order_value,alpha_score,net_alpha_after_cost_bps,alpha_rank,quantile_bucket,top_positive_factor_contributors,top_negative_factor_contributors,residual_score,outlier_flag,price_flag,liquidity_flag,risk_flag,signal_price,reason_text,final_close_target_direction,final_close_has_nonzero_target,paper_signed_notional
2026-05-14T17:13:00.563471+00:00,AIOT,SELL,756,3.28,2479.68,False,Filled,1055,,1.0,2.0,0.247968,0.495936,0.743904,True,,"PowerFleet, Inc. Common Stock",,0.0,0.0,0.0,0.0,0.0024435006878442,21.43500687844287,662.0,5.0,parkinson_vol_20;volume_z_60;intraday_return,hl_range_20;mom_252;volatility_20,,False,False,True,True,3.26,,FLAT,False,-2479.68
2026-05-14T17:13:00.563471+00:00,AKAM,BUY,4,156.85,627.4,False,Filled,1061,,1.0,2.0,0.06274,0.12548,0.18822,True,,Akamai Technologies Inc,SELL,0.0044573102678571,0.0044642857142857,-6.975446428571404e-06,-0.6975446428571404,0.008791648820507,84.91648820507062,28.0,5.0,mom_5;mom_21;parkinson_vol_20,mom_10;mom_126;hl_range_20,,False,True,True,True,155.67,"SELL because predicted alpha is in the top decile. Net alpha after estimated 3.0 bps trading cost is 84.92 bps versus threshold 5.00 bps. Main contributors were mom_5, mom_21, parkinson_vol_20. Price filter passed; liquidity filter passed.",LONG,True,627.4
2026-05-14T17:13:00.563471+00:00,AKBA,BUY,2481,1.17,2902.77,False,Filled,1067,,1.0,2.0,0.290277,0.580554,0.870831,True,,"Akebia Therapeutics, Inc.",,0.0,0.0,0.0,0.0,0.000356538749363,0.5653874936304062,1794.0,3.0,intraday_return;parkinson_vol_20;mom_10,mom_21;mom_1;close_to_low_20,,False,False,True,True,1.13,,FLAT,False,2902.77
2026-05-14T17:13:00.563471+00:00,ALGT,SELL,31,79.85,2475.35,False,Filled,1079,,1.0,2.0,0.2475349999999999,0.4950699999999999,0.742605,True,,Allegiant Travel Company,SHORT,-0.00078125,0.0,-0.00078125,-78.125,-0.0052364102751603,49.36410275160314,7341.0,1.0,parkinson_vol_20;mom_1;volume_z_20,volume_z_60;intraday_return;hl_range_20,,False,True,True,True,80.38,"SHORT because predicted alpha is in the bottom decile. Net alpha after estimated 3.0 bps trading cost is 49.36 bps versus threshold 5.00 bps. Main contributors were volume_z_60, intraday_return, hl_range_20. Price filter passed; liquidity filter passed.",SHORT,True,-2475.35
2026-05-14T17:13:00.563471+00:00,ALKS,BUY,12,38.49,461.88,False,Filled,1085,,1.0,2.0,0.046188,0.092376,0.138564,True,,Alkermes Inc. plc,,0.0,0.0,0.0,0.0,0.0028832805215084,25.83280521508464,528.0,5.0,parkinson_vol_20;mom_5;intraday_return,hl_range_20;mom_10;close_to_high_20,,False,True,True,True,38.36,,FLAT,False,461.88
2026-05-14T17:13:00.563471+00:00,AMD,BUY,4,450.1,1800.4,False,Filled,1088,,1.0,2.0,0.18004,0.36008,0.54012,True,,Advanced Micro Devices,SELL,0.0044573102678571,0.0044642857142857,-6.975446428571404e-06,-0.6975446428571404,0.0091184363870798,88.18436387079814,24.0,5.0,mom_21;parkinson_vol_20;mom_63,mom_126;mom_10;intraday_return,,False,True,True,True,449.7,"SELL because predicted alpha is in the top decile. Net alpha after estimated 3.0 bps trading cost is 88.18 bps versus threshold 5.00 bps. Main contributors were mom_21, parkinson_vol_20, mom_63. Price filter passed; liquidity filter passed.",LONG,True,1800.4
2026-05-14T17:13:00.563471+00:00,AMPH,SELL,227,17.53,3979.31,False,Filled,1091,,1.0,2.0,0.397931,0.7958620000000001,1.193793,True,,"Amphastar Pharmaceuticals, Inc.",COVER,-0.0036760602678571,-0.0044642857142857,0.0007882254464285,78.82254464285712,-0.0012106277744479,9.1062777444798,6848.0,1.0,parkinson_vol_20;intraday_return;mom_10,mom_5;hl_range_20;mom_1,,False,True,True,True,17.3,"COVER because predicted alpha is in the bottom decile. Net alpha after estimated 3.0 bps trading cost is 9.11 bps versus threshold 5.00 bps. Main contributors were mom_5, hl_range_20, mom_1. Price filter passed; liquidity filter passed.",SHORT,True,-3979.31
2026-05-14T17:13:00.563471+00:00,AMRX,SELL,232,12.28,2848.96,False,Filled,1094,,1.0,2.0,0.284896,0.569792,0.8546879999999999,True,,"Amneal Pharmaceuticals, Inc. Class A Common Stock",,0.0,0.0,0.0,0.0,0.0027628697185463,24.628697185463707,560.0,5.0,parkinson_vol_20;debt_to_equity;intraday_return,hl_range_20;mom_5;volume_z_60,,False,True,True,True,12.23,,FLAT,False,-2848.96
2026-05-14T17:13:00.563471+00:00,AMSC,BUY,14,53.78,752.9200000000001,False,Filled,1097,,1.0,2.0,0.075292,0.150584,0.225876,True,,American Superconductor Corp,BUY,0.00078125,0.0,0.00078125,78.125,0.0058250015814267,55.25001581426736,114.0,5.0,mom_21;intraday_return;mom_63,volume_z_60;mom_126;mom_1,,False,True,True,True,54.7,"BUY because predicted alpha is in the top decile. Net alpha after estimated 3.0 bps trading cost is 55.25 bps versus threshold 5.00 bps. Main contributors were mom_21, intraday_return, mom_63. Price filter passed; liquidity filter passed.",LONG,True,752.9200000000001
2026-05-14T17:13:00.563471+00:00,APLD,BUY,100,47.4,4740.0,False,Filled,1106,,1.0,2.0,0.474,0.948,1.422,True,,Applied Digital Corporation Common Stock,SELL,0.0044573102678571,0.0044642857142857,-6.975446428571404e-06,-0.6975446428571404,0.0079490318589437,76.49031858943756,39.0,5.0,mom_252;mom_21;mom_5,mom_10;intraday_return;mom_126,,False,True,True,True,46.71,"SELL because predicted alpha is in the top decile. Net alpha after estimated 3.0 bps trading cost is 76.49 bps versus threshold 5.00 bps. Main contributors were mom_252, mom_21, mom_5. Price filter passed; liquidity filter passed.",LONG,True,4740.0
2026-05-14T17:13:00.563471+00:00,APPF,SELL,15,149.63,2244.45,False,Filled,1112,,1.0,2.0,0.2244449999999999,0.4488899999999999,0.6733349999999999,True,,"AppFolio, Inc. Class A",,0.0,0.0,0.0,0.0,0.0013060582782345,10.060582782345184,1186.0,4.0,parkinson_vol_20;volume_z_60;mom_126,mom_5;hl_range_20;close_to_low_20,,False,True,True,True,150.24,,FLAT,False,-2244.45
2026-05-14T17:13:00.563471+00:00,ARAI,BUY,3553,0.7527,2674.3431,False,Filled,1115,,1.0,2.0,0.26743431,0.53486862,0.80230293,True,,Arrive AI Inc. Common Stock,,0.0,0.0,0.0,0.0,-0.00189637206408,-21.9637206408008,6989.0,1.0,hl_range_20;mom_126;volume_z_60,parkinson_vol_20;volatility_63;mom_21,,False,False,True,True,0.715,,FLAT,False,2674.3431
