signal_date,execution_date,portfolio_return,gross_return_before_cost,transaction_cost,turnover_penalty,turnover,gross_exposure,net_exposure,long_exposure,short_exposure,number_long,number_short,risk_scale,vol_scale,var_scale,drawdown_scale,rolling_volatility_annual,rolling_daily_var,drawdown,equity,cumulative_return,peak_equity
2024-09-26,2024-09-27,-0.002367264085829494,-0.0022252286875994055,0.00014203539823008846,0.0,0.4734513274336283,1.0,0.0,0.5,-0.5,106,106,1.0,1.0,1.0,1.0,0.10374923877825512,0.0077524945868511904,-0.00618843492538812,1.9033479066920922,0.9033479066920922,1.9151999972441411
2024-09-27,2024-09-30,0.00585329335284379,0.00600895373020228,0.00015566037735849055,0.0,0.5188679245283019,1.0,0.0,0.5,-0.49999999999999994,93,93,1.0,1.0,1.0,1.0,0.10756485291052088,0.0077524945868511904,-0.00037136429755768585,1.914488760342482,0.914488760342482,1.9151999972441411
2024-09-30,2024-10-01,0.0204368055078501,0.020601321636882358,0.00016451612903225804,0.0,0.5483870967741935,1.0,0.0,0.5,-0.5,77,77,1.0,1.0,1.0,1.0,0.10116779000530632,0.0077060863834674635,0.0,1.9536147947845663,0.9536147947845663,1.9536147947845663
2024-10-01,2024-10-02,0.004319380332772902,0.0044575825799639136,0.00013820224719101123,0.0,0.4606741573033708,1.0,0.0,0.5,-0.5,89,89,1.0,1.0,1.0,1.0,0.10698782387826629,0.0077060863834674635,0.0,1.9620532001069728,0.9620532001069728,1.9620532001069728
2024-10-02,2024-10-03,0.017466356411796183,0.01760624405224562,0.00013988764044943816,0.0,0.4662921348314606,1.0,-6.938893903907228e-18,0.5,-0.5,86,86,1.0,1.0,1.0,1.0,0.1064944089387551,0.006086192231886589,0.0,1.9963231205989467,0.9963231205989467,1.9963231205989467
2024-10-03,2024-10-04,0.01008787228590878,0.010243104844048315,0.00015523255813953488,0.0,0.5174418604651163,1.0,0.0,0.5,-0.5,83,83,1.0,1.0,1.0,1.0,0.11404290210892033,0.006086192231886589,0.0,2.0164617732809558,1.0164617732809558,2.0164617732809558
2024-10-04,2024-10-07,0.01618836555514046,0.016357312923561514,0.0001689473684210526,0.0,0.5631578947368421,0.9999999999999999,0.0,0.5,-0.5,95,95,1.0,1.0,1.0,1.0,0.1147971623998964,0.006086192231886589,0.0,2.0491049935947947,1.0491049935947947,2.0491049935947947
2024-10-07,2024-10-08,0.020038313030818426,0.020205681451871058,0.00016736842105263155,0.0,0.5578947368421052,1.0,0.0,0.5,-0.5,85,85,1.0,1.0,1.0,1.0,0.11839713587577864,0.006086192231886589,0.0,2.0901656008894602,1.0901656008894602,2.0901656008894602
2024-10-08,2024-10-09,0.0025742794516049098,0.002754567913143371,0.00018028846153846152,0.0,0.6009615384615384,1.0,0.0,0.5,-0.5,104,104,1.0,1.0,1.0,1.0,0.12575837902702902,0.006086192231886589,0.0,2.095546271246281,1.0955462712462811,2.095546271246281
2024-10-09,2024-10-10,0.009607270999601345,0.009760048777379123,0.00015277777777777777,0.0,0.5092592592592593,0.9999999999999999,0.0,0.49999999999999994,-0.49999999999999994,108,108,1.0,1.0,1.0,1.0,0.11784907305188536,0.006086192231886589,0.0,2.1156787521663483,1.1156787521663483,2.1156787521663483
2024-10-10,2024-10-11,-0.00012125137740854651,2.7421188963134874e-05,0.00014867256637168138,0.0,0.495575221238938,0.9999999999999999,0.0,0.5,-0.5,113,113,1.0,1.0,1.0,1.0,0.11493820293664876,0.006086192231886589,-0.00012125137740859326,2.115422223203494,1.115422223203494,2.1156787521663483
2024-10-11,2024-10-14,0.003575671778769692,0.0037323089469112848,0.00015663716814159288,0.0,0.5221238938053097,1.0,-3.469446951953614e-18,0.49999999999999994,-0.49999999999999994,111,111,1.0,1.0,1.0,1.0,0.11848053197851553,0.006086192231886589,0.0,2.122986278747185,1.122986278747185,2.122986278747185
2024-10-14,2024-10-15,0.009433848334347038,0.00959465914515785,0.0001608108108108108,0.0,0.536036036036036,1.0,6.938893903907228e-18,0.5,-0.5,111,111,1.0,1.0,1.0,1.0,0.1173811156624328,0.006086192231886589,0.0,2.1430142093167857,1.1430142093167857,2.1430142093167857
