submitted_at,ticker,side,quantity,limit_price,notional,dry_run,order_status,order_id,error,risk_ok,risk_reason,transaction_cost_bps,slippage_bps,estimated_transaction_cost,estimated_slippage_cost,estimated_total_cost
2026-05-13T18:19:06.934977+00:00,ANAB,BUY,37,65.6,2427.2,False,Cancelled,1096,,True,,1.0,2.0,0.24272,0.48544,0.7281599999999999
2026-05-13T18:19:06.934977+00:00,ANGI,SELL,91,5.17,470.47,False,Submitted,1099,,True,,1.0,2.0,0.047047000000000005,0.09409400000000001,0.14114100000000002
2026-05-13T18:19:06.934977+00:00,ANNA,SELL,802,3.64,2919.28,False,Filled,1102,,True,,1.0,2.0,0.291928,0.583856,0.8757840000000001
2026-05-13T18:19:06.934977+00:00,APC,SELL,22,21.54,473.88,False,Submitted,1105,,True,,1.0,2.0,0.047388,0.094776,0.142164
2026-05-13T18:19:06.934977+00:00,APLD,BUY,66,43.94,2900.04,False,Submitted,1108,,True,,1.0,2.0,0.290004,0.580008,0.870012
2026-05-13T18:19:06.934977+00:00,APLS,SELL,71,41.05,2914.55,False,Submitted,1111,,True,,1.0,2.0,0.291455,0.58291,0.8743650000000001
2026-05-13T18:19:06.934977+00:00,APPF,BUY,15,155.42,2331.3,False,Filled,1114,,True,,1.0,2.0,0.23313000000000003,0.46626000000000006,0.6993900000000001
2026-05-13T18:19:06.934977+00:00,APPS,BUY,633,3.88,2456.04,False,Submitted,1117,,True,,1.0,2.0,0.245604,0.491208,0.736812
2026-05-13T18:19:06.934977+00:00,ARAI,SELL,3553,0.6899,2451.2147,False,Submitted,1120,,True,,1.0,2.0,0.24512147,0.49024294,0.7353644100000001
2026-05-13T18:19:06.934977+00:00,ARCB,BUY,21,112.95,2371.9500000000003,False,Filled,1123,,True,,1.0,2.0,0.23719500000000002,0.47439000000000003,0.711585
2026-05-13T18:19:06.934977+00:00,AREB,SELL,3713,0.1282,476.0066000000001,False,PreSubmitted,1126,,True,,1.0,2.0,0.04760066000000001,0.09520132000000002,0.14280198000000002
2026-05-13T18:19:06.934977+00:00,AREC,SELL,1017,2.4,2440.8,False,Submitted,1129,,True,,1.0,2.0,0.24408000000000002,0.48816000000000004,0.73224
2026-05-13T18:19:06.934977+00:00,ARHS,BUY,415,5.91,2452.65,False,Filled,1132,,True,,1.0,2.0,0.245265,0.49053,0.735795
2026-05-13T18:19:06.934977+00:00,ARRY,BUY,58,8.18,474.44,False,Submitted,1135,,True,,1.0,2.0,0.047444,0.094888,0.14233200000000001
2026-05-13T18:19:06.934977+00:00,ARWR,BUY,6,79.06,474.36,False,Filled,1138,,True,,1.0,2.0,0.047436,0.094872,0.142308
2026-05-13T18:19:06.934977+00:00,ASBP,SELL,474,5.16,2445.84,False,Submitted,1141,,True,,1.0,2.0,0.24458400000000002,0.48916800000000005,0.7337520000000001
2026-05-13T18:19:06.934977+00:00,ASO,BUY,47,51.14,2403.58,False,Filled,1144,,True,,1.0,2.0,0.240358,0.480716,0.721074
2026-05-13T18:19:06.934977+00:00,ASRT,SELL,129,22.54,2907.66,False,Filled,1147,,True,,1.0,2.0,0.29076599999999997,0.5815319999999999,0.8722979999999999
2026-05-13T18:19:06.934977+00:00,ASST,SELL,143,17.06,2439.58,False,Filled,1150,,True,,1.0,2.0,0.24395799999999998,0.48791599999999996,0.7318739999999999
2026-05-13T18:19:06.934977+00:00,ASTI,SELL,629,4.64,2918.56,False,Filled,1153,,True,,1.0,2.0,0.291856,0.583712,0.875568
2026-05-13T18:19:06.934977+00:00,ASYS,BUY,139,20.97,2914.83,False,Submitted,1156,,True,,1.0,2.0,0.291483,0.582966,0.874449
2026-05-13T18:19:06.934977+00:00,ATAI,BUY,590,4.16,2454.4,False,Submitted,1159,,True,,1.0,2.0,0.24544000000000002,0.49088000000000004,0.7363200000000001
