ticker,date,residual,residual_zscore,side_implication,excluded_from_trading,reason
ABVE,2026-03-30,0.29462864104851194,4.12127843334556,positive_outlier,False,Reported only; outlier policy does not trade residual outliers automatically.
ADV,2026-03-30,-0.22082520804669753,-4.005651590070884,negative_outlier,False,Reported only; outlier policy does not trade residual outliers automatically.
ATCX,2026-03-30,0.24355382757932584,3.316004720186317,positive_outlier,False,Reported only; outlier policy does not trade residual outliers automatically.
ATPC,2026-03-30,-0.18197088522949761,-3.393052880803527,negative_outlier,False,Reported only; outlier policy does not trade residual outliers automatically.
ATXG,2026-03-30,0.22696240012822855,3.054415113046236,positive_outlier,False,Reported only; outlier policy does not trade residual outliers automatically.
BFRG,2026-03-30,0.5955776588159926,8.866206834414625,positive_outlier,False,Reported only; outlier policy does not trade residual outliers automatically.
BGM,2026-03-30,-0.3284518943263165,-5.7025533584484,negative_outlier,False,Reported only; outlier policy does not trade residual outliers automatically.
BTQ,2026-03-30,0.23187662184299632,3.1318954462818396,positive_outlier,False,Reported only; outlier policy does not trade residual outliers automatically.
BUUU,2026-03-30,0.2650411481710931,3.6547856821415596,positive_outlier,False,Reported only; outlier policy does not trade residual outliers automatically.
CDT,2026-03-30,-0.44122102612402364,-7.480533762572051,negative_outlier,False,Reported only; outlier policy does not trade residual outliers automatically.
CGTX,2026-03-30,0.24855930312717392,3.3949238117455103,positive_outlier,False,Reported only; outlier policy does not trade residual outliers automatically.
CTOR,2026-03-30,0.2429649356594671,3.306719924986033,positive_outlier,False,Reported only; outlier policy does not trade residual outliers automatically.
CTXR,2026-03-30,0.3147654928055669,4.438767157910828,positive_outlier,False,Reported only; outlier policy does not trade residual outliers automatically.
CYAB,2026-03-30,-0.2173696462372208,-3.951169294388152,negative_outlier,False,Reported only; outlier policy does not trade residual outliers automatically.
CYPH,2026-03-30,0.2591066064927639,3.5612184209299333,positive_outlier,False,Reported only; outlier policy does not trade residual outliers automatically.
DWSN,2026-03-30,0.30854595521895817,4.34070649383178,positive_outlier,False,Reported only; outlier policy does not trade residual outliers automatically.
ELAB,2026-03-30,0.6689618507162418,10.023222527371708,positive_outlier,False,Reported only; outlier policy does not trade residual outliers automatically.
FATN,2026-03-30,0.23615236440285625,3.1993091645868255,positive_outlier,False,Reported only; outlier policy does not trade residual outliers automatically.
FBLG,2026-03-30,-0.4339523525515528,-7.365931841196902,negative_outlier,False,Reported only; outlier policy does not trade residual outliers automatically.
FCHL,2026-03-30,0.3195433543534248,4.514097561455532,positive_outlier,False,Reported only; outlier policy does not trade residual outliers automatically.
FNUC,2026-03-30,0.38502147428884853,5.546461758006069,positive_outlier,False,Reported only; outlier policy does not trade residual outliers automatically.
GLND,2026-03-30,-0.20100390143035005,-3.693137924441077,negative_outlier,False,Reported only; outlier policy does not trade residual outliers automatically.
GVH,2026-03-30,0.4731065330078975,6.935259435188635,positive_outlier,False,Reported only; outlier policy does not trade residual outliers automatically.
HKIT,2026-03-30,0.45082760695702817,6.583997584433027,positive_outlier,False,Reported only; outlier policy does not trade residual outliers automatically.
HPAI,2026-03-30,-0.24864385104518233,-4.444255677307665,negative_outlier,False,Reported only; outlier policy does not trade residual outliers automatically.
HUBC,2026-03-30,-0.16845897600038648,-3.18001665849091,negative_outlier,False,Reported only; outlier policy does not trade residual outliers automatically.
ILLR,2026-03-30,0.414295860576796,6.008017897819988,positive_outlier,False,Reported only; outlier policy does not trade residual outliers automatically.
IMDX,2026-03-30,0.2693735757510812,3.7230931277759005,positive_outlier,False,Reported only; outlier policy does not trade residual outliers automatically.
KIDZ,2026-03-30,0.4883355608858361,7.175368698328126,positive_outlier,False,Reported only; outlier policy does not trade residual outliers automatically.
LNKS,2026-03-30,0.260612356111715,3.584958900911763,positive_outlier,False,Reported only; outlier policy does not trade residual outliers automatically.
MASK,2026-03-30,0.8150204123962608,12.32606246576378,positive_outlier,False,Reported only; outlier policy does not trade residual outliers automatically.
MGN,2026-03-30,0.23711200182283007,3.2144393380711613,positive_outlier,False,Reported only; outlier policy does not trade residual outliers automatically.
NCI,2026-03-30,-0.661387593222482,-10.95180143754579,negative_outlier,False,Reported only; outlier policy does not trade residual outliers automatically.
NEXR,2026-03-30,-0.2654422397431607,-4.709108349752068,negative_outlier,False,Reported only; outlier policy does not trade residual outliers automatically.
NPT,2026-03-30,0.5715750964501941,8.487769181709266,positive_outlier,False,Reported only; outlier policy does not trade residual outliers automatically.
NXPL,2026-03-30,-0.20536955273269372,-3.7619691936285355,negative_outlier,False,Reported only; outlier policy does not trade residual outliers automatically.
OXBR,2026-03-30,0.3648358839747139,5.228204594435983,positive_outlier,False,Reported only; outlier policy does not trade residual outliers automatically.
PASG,2026-03-30,0.26151217659852466,3.5991459675963453,positive_outlier,False,Reported only; outlier policy does not trade residual outliers automatically.
PEPG,2026-03-30,-0.6011911828923008,-10.002711591242434,negative_outlier,False,Reported only; outlier policy does not trade residual outliers automatically.
PN,2026-03-30,-0.18564821508991491,-3.4510316940398424,negative_outlier,False,Reported only; outlier policy does not trade residual outliers automatically.
PSTV,2026-03-30,-0.24921073013061484,-4.4531934060046865,negative_outlier,False,Reported only; outlier policy does not trade residual outliers automatically.
