date,factor,latest_estimated_f_t,rolling_mean_f,kalman_forecast_f_hat,previous_day_f_hat,day_over_day_change,zscore_factor_return,kalman_f_hat,kalman_gain,state_covariance_diag,process_noise_q,measurement_noise_r,kalman_weight,rolling_weight,final_f_hat
2026-05-12,mom_1,0.0007394828447594224,-0.002441355596554267,,-0.0007042818945123681,0.00021133302175957197,0.6965904257176722,,,,,,0.0,1.0,-0.0004929488727527961
2026-05-12,mom_5,0.0014823785461939671,0.00014035543963246744,,0.0011344340625126233,6.233500229378989e-06,1.0970636224293133,,,,,,0.0,1.0,0.0011406675627420022
2026-05-12,mom_10,-0.0010624831076368581,7.229614432119814e-05,,-0.0005484639337641548,-2.466229593154831e-05,-1.0137493608664598,,,,,,0.0,1.0,-0.0005731262296957031
2026-05-12,mom_21,-0.0017947411965009697,0.0008283726587691704,,0.0011382577124953081,-0.00015529804811299222,-2.0472212611386498,,,,,,0.0,1.0,0.000982959664382316
2026-05-12,mom_63,0.001959542951928237,0.00023952828106538736,,-0.0003804757862871571,0.00021123486398739617,1.437720092465194,,,,,,0.0,1.0,-0.00016924092229976092
2026-05-12,mom_126,-0.0010488986871221857,0.00042973589025787533,,0.00012196548354184155,-0.00011676576053935493,-1.3178788440281495,,,,,,0.0,1.0,5.199723002486613e-06
2026-05-12,mom_252,-0.0024539415845704037,0.00035500439977797447,,0.000999774553566086,-0.0003186765479279444,-1.8011681445119034,,,,,,0.0,1.0,0.0006810980056381415
2026-05-12,volatility_10,3.299503053240686e-05,-0.0013441621741682398,,-0.0008732900955822549,4.435696369621913e-06,1.1353697651713108,,,,,,0.0,1.0,-0.000868854399212633
2026-05-12,volatility_20,0.00218115168104109,-0.000266370454739241,,0.00024147985194829296,0.0001667535422958294,1.5002394874806975,,,,,,0.0,1.0,0.00040823339424412235
2026-05-12,volatility_63,-0.0026030476795580798,-0.0008386689742554046,,-0.0012298891291449361,-4.6709369959687915e-05,-1.0043956753325196,,,,,,0.0,1.0,-0.001276598499104624
2026-05-12,volatility_126,6.395389124828012e-05,-0.0004274438227128819,,-0.00014791421131543953,-1.7689547935330937e-05,0.3382838340307108,,,,,,0.0,1.0,-0.00016560375925077047
2026-05-12,parkinson_vol_20,-0.002770216304143616,-0.003402735159062763,,-0.005161074316011396,0.00019366890529240455,0.20824594726795087,,,,,,0.0,1.0,-0.004967405410718991
2026-05-12,intraday_return,-0.0021564865984115503,0.0012342977256523614,,-0.0006869724797815022,-0.0002243738493489624,-0.7922761433694662,,,,,,0.0,1.0,-0.0009113463291304646
2026-05-12,overnight_return,-0.0003745621613192937,0.0007725053193633737,,4.7451515865257375e-05,-5.2792136097401e-05,-0.4607977900831749,,,,,,0.0,1.0,-5.340620232143624e-06
2026-05-12,hl_range_20,-0.0011223960756676253,0.002630585694987345,,0.003593819466288318,-0.00042174292067875905,-1.0146300348906272,,,,,,0.0,1.0,0.003172076545609559
2026-05-12,close_to_high_20,0.00043561349275409735,-0.0008269883980476748,,-0.001405221166286976,5.879592877880619e-05,0.836626550948886,,,,,,0.0,1.0,-0.0013464252375081699
2026-05-12,close_to_low_20,0.0016379280288612269,-0.0004080844724688109,,0.00035662229714841353,0.0001821451191140411,1.3937346570310196,,,,,,0.0,1.0,0.0005387674162624546
2026-05-12,dist_52w_high,0.0003382282691628898,-0.00011655171270596613,,-0.00013290579605592078,6.373094402288956e-05,0.2856890337391802,,,,,,0.0,1.0,-6.917485203303122e-05
2026-05-12,dist_52w_low,0.0024839984518489565,-0.0001311394836837629,,-0.00045150637105307825,0.00022627170060065605,1.7919676724801834,,,,,,0.0,1.0,-0.0002252346704524222
2026-05-12,log_dollar_vol_20,-0.0008915420379415489,-7.376295542625791e-05,,0.000559521689172416,-7.315959738708169e-05,-0.26235014401651663,,,,,,0.0,1.0,0.0004863620917853343
2026-05-12,volume_z_20,-0.0004957581830450222,-5.4964231652384345e-05,,0.00037371118719946517,-1.3288347883311051e-05,-0.468434480118301,,,,,,0.0,1.0,0.0003604228393161541
2026-05-12,log_dollar_vol_60,0.0009824687182934716,8.427134603409762e-05,,-0.0001909679285226902,3.897004192780518e-05,0.3243722096474694,,,,,,0.0,1.0,-0.000151997886594885
2026-05-12,volume_z_60,-0.00046076849124497695,-0.0007175892923744769,,-0.0014139885756367491,2.3040958535037797e-05,0.23873719788637837,,,,,,0.0,1.0,-0.0013909476171017113
2026-05-12,volume_mom_20_60,-0.00031388141052017505,-8.792365213109193e-05,,-0.0004314070798536403,-1.1450595703890872e-05,-0.2146865461989401,,,,,,0.0,1.0,-0.0004428576755575312
2026-05-12,amihud_20,0.0007222650067972219,0.00037990870808422036,,0.0005308700416539099,-4.2499656853265235e-06,0.3669038098195509,,,,,,0.0,1.0,0.0005266200759685834
2026-05-12,price_skew_63,0.00020226891301169833,-0.0002657650414306585,,-2.6640078055230904e-05,1.3003589395099445e-05,0.8052118728304107,,,,,,0.0,1.0,-1.363648866013146e-05
2026-05-12,price_kurt_63,2.689507987692054e-05,-9.322943327289473e-05,,-0.0003219661044209962,1.0546536927613214e-05,0.16149847528862868,,,,,,0.0,1.0,-0.00031141956749338297
2026-05-12,earnings_yield,0.0005230377427892308,-0.00011705598709341345,,4.3679755555767175e-05,7.117142961175732e-05,1.3178525505030156,,,,,,0.0,1.0,0.00011485118516752449
2026-05-12,book_to_market,-0.00013874882539129097,-0.00015786399310840877,,-0.0005783356209567635,5.1527171972762416e-05,0.03391822468929433,,,,,,0.0,1.0,-0.000526808448984001
2026-05-12,sales_to_price,0.0001781733901505172,0.00024158443744828716,,0.0006675374732206422,-5.877700506050018e-05,-0.08823360040255147,,,,,,0.0,1.0,0.000608760468160142
2026-05-12,cashflow_to_price,-0.00031533729876401473,7.387707393914869e-06,,3.1578371385119016e-05,-4.4042841486329615e-05,-0.6134824597245417,,,,,,0.0,1.0,-1.2464470101210598e-05
2026-05-12,roe,0.0003565405869141539,-4.572555876995028e-05,,-0.00020639678929668212,1.4685539287604495e-05,0.6322510744791464,,,,,,0.0,1.0,-0.00019171125000907763
2026-05-12,roa,0.0007528256285937787,0.0004089261676125337,,0.0009935558669720808,3.428093416323985e-05,0.34510588481270804,,,,,,0.0,1.0,0.0010278368011353207
2026-05-12,gross_margin,-0.0005680089710082617,-0.00011178643527748271,,-0.00016528993678077545,-2.9914829185807037e-05,-0.4435354663920397,,,,,,0.0,1.0,-0.0001952047659665825
2026-05-12,operating_margin,0.0014125833663611517,-0.0002722429867412892,,0.0004774526376383947,8.591998762559697e-05,1.1103622581313066,,,,,,0.0,1.0,0.0005633726252639917
2026-05-12,net_margin,-0.0013006151118819178,-0.00011361605168932089,,-4.984055021563611e-05,-9.00836081533296e-05,-0.9064724344123366,,,,,,0.0,1.0,-0.0001399241583689657
2026-05-12,debt_to_equity,-1.542525334527478e-05,-0.0001427756377855391,,-0.0002992529986062708,1.3316923481057066e-05,0.20646758845598145,,,,,,0.0,1.0,-0.00028593607512521376
2026-05-12,current_ratio,0.0006013408131023013,0.00037006485905404277,,0.0002579069106996375,2.262366974210687e-05,0.30412534923813167,,,,,,0.0,1.0,0.0002805305804417444
2026-05-12,cash_to_assets,0.0005313953240374863,0.0005010995657645956,,0.0006164757727399843,1.1795010674144394e-05,0.022845707300578787,,,,,,0.0,1.0,0.0006282707834141287
2026-05-12,asset_turnover,-0.0002731956495163191,-0.00012203113417510368,,0.00017303461572453247,1.705587715788889e-06,-0.20751403078565886,,,,,,0.0,1.0,0.00017474020344032136
2026-05-12,revenue_growth_yoy,0.0002945992133846442,0.0001255763082799889,,-7.188115523882664e-06,3.369904252075787e-05,0.30265355297693414,,,,,,0.0,1.0,2.6510926996875202e-05
2026-05-12,net_income_growth_yoy,-0.0001091588984924615,9.576247955609517e-05,,9.172123811202077e-05,-1.2440786193170227e-05,-0.5554737033589023,,,,,,0.0,1.0,7.928045191885054e-05
