date,ticker,side,planned_quantity,filled_quantity,fill_ratio,planned_price,average_fill_price,arrival_price,close_price,slippage_bps,transaction_cost,order_status,rejected_reason
,NBIS,BUY,0,0,0.0,179.11,,179.11,179.11,2.0,0.0,planned,
,NCI,COVER,0,0,0.0,1.09,,1.09,1.09,2.0,0.0,planned,
,NCRA,SHORT,0,0,0.0,0.1988,,0.1988,0.1988,2.0,0.0,planned,
,NEGG,SELL,0,0,0.0,24.36,,24.36,24.36,2.0,0.0,planned,
,NEXT,COVER,0,0,0.0,8.5,,8.5,8.5,2.0,0.0,planned,
,NKLR,BUY,0,0,0.0,5.97,,5.97,5.97,2.0,0.0,planned,
,NKTR,BUY,0,0,0.0,78.43,,78.43,78.43,2.0,0.0,planned,
,NMRA,COVER,0,0,0.0,1.9,,1.9,1.9,2.0,0.0,planned,
,NNBR,SELL,0,0,0.0,2.37,,2.37,2.37,2.0,0.0,planned,
,NNE,BUY,0,0,0.0,27.09,,27.09,27.09,2.0,0.0,planned,
,NOVT,SHORT,0,0,0.0,159.19,,159.19,159.19,2.0,0.0,planned,
,NRXP,SHORT,0,0,0.0,2.87,,2.87,2.87,2.0,0.0,planned,
,NSIT,COVER,0,0,0.0,87.02,,87.02,87.02,2.0,0.0,planned,
,NTCL,COVER,0,0,0.0,0.421,,0.421,0.421,2.0,0.0,planned,
,NTNX,BUY,0,0,0.0,44.4,,44.4,44.4,2.0,0.0,planned,
,NUAI,COVER,0,0,0.0,4.92,,4.92,4.92,2.0,0.0,planned,
,NUCL,BUY,0,0,0.0,10.34,,10.34,10.34,2.0,0.0,planned,
,NVAX,SELL,0,0,0.0,9.62,,9.62,9.62,2.0,0.0,planned,
,NVDA,BUY,0,0,0.0,220.78,,220.78,220.78,2.0,0.0,planned,
,NVTS,BUY,0,0,0.0,19.25,,19.25,19.25,2.0,0.0,planned,
,OCG,SHORT,0,0,0.0,1.86,,1.86,1.86,2.0,0.0,planned,
,OCS,BUY,0,0,0.0,30.41,,30.41,30.41,2.0,0.0,planned,
,ODFL,SELL,0,0,0.0,191.12,,191.12,191.12,2.0,0.0,planned,
,ODYS,COVER,0,0,0.0,4.86,,4.86,4.86,2.0,0.0,planned,
,OGI,SHORT,0,0,0.0,1.11,,1.11,1.11,2.0,0.0,planned,
,OKTA,SELL,0,0,0.0,79.06,,79.06,79.06,2.0,0.0,planned,
,OLPX,COVER,0,0,0.0,2.04,,2.04,2.04,2.0,0.0,planned,
,OMEX,COVER,0,0,0.0,1.09,,1.09,1.09,2.0,0.0,planned,
,ONDS,SELL,0,0,0.0,9.04,,9.04,9.04,2.0,0.0,planned,
,ONEG,COVER,0,0,0.0,1.05,,1.05,1.05,2.0,0.0,planned,
,ONEW,BUY,0,0,0.0,11.16,,11.16,11.16,2.0,0.0,planned,
,OPEN,SELL,0,0,0.0,4.71,,4.71,4.71,2.0,0.0,planned,
,OPRT,SELL,0,0,0.0,5.66,,5.66,5.66,2.0,0.0,planned,
,OPXS,SHORT,0,0,0.0,11.75,,11.75,11.75,2.0,0.0,planned,
,ORBS,BUY,0,0,0.0,0.8982,,0.8982,0.8982,2.0,0.0,planned,
,ORMP,COVER,0,0,0.0,4.45,,4.45,4.45,2.0,0.0,planned,
,OSRH,SHORT,0,0,0.0,0.6421,,0.6421,0.6421,2.0,0.0,planned,
,OSS,SELL,0,0,0.0,15.55,,15.55,15.55,2.0,0.0,planned,
,OTLK,COVER,0,0,0.0,0.2425,,0.2425,0.2425,2.0,0.0,planned,
,OUST,COVER,0,0,0.0,27.1,,27.1,27.1,2.0,0.0,planned,
,PAHC,COVER,0,0,0.0,36.58,,36.58,36.58,2.0,0.0,planned,
,PALI,BUY,0,0,0.0,1.92,,1.92,1.92,2.0,0.0,planned,
,PANL,SHORT,0,0,0.0,8.64,,8.64,8.64,2.0,0.0,planned,
,PANW,BUY,0,0,0.0,215.6,,215.6,215.6,2.0,0.0,planned,
,PARK,SHORT,0,0,0.0,18.96,,18.96,18.96,2.0,0.0,planned,
,PCT,SELL,0,0,0.0,9.76,,9.76,9.76,2.0,0.0,planned,
,PDSB,COVER,0,0,0.0,1.1,,1.1,1.1,2.0,0.0,planned,
,PENG,SELL,0,0,0.0,44.13,,44.13,44.13,2.0,0.0,planned,
,PEPG,SHORT,0,0,0.0,1.68,,1.68,1.68,2.0,0.0,planned,
,PFIS,SHORT,0,0,0.0,57.46,,57.46,57.46,2.0,0.0,planned,
,PFX,SHORT,0,0,0.0,40.575,,40.575,40.575,2.0,0.0,planned,
,PHVS,COVER,0,0,0.0,31.25,,31.25,31.25,2.0,0.0,planned,
,PICS,SELL,0,0,0.0,12.25,,12.25,12.25,2.0,0.0,planned,
,PLAB,BUY,0,0,0.0,51.98,,51.98,51.98,2.0,0.0,planned,
,PLPC,SELL,0,0,0.0,344.24,,344.24,344.24,2.0,0.0,planned,
,PLSE,SHORT,0,0,0.0,23.3,,23.3,23.3,2.0,0.0,planned,
,PLUG,COVER,0,0,0.0,3.56,,3.56,3.56,2.0,0.0,planned,
,PMAX,COVER,0,0,0.0,2.6,,2.6,2.6,2.0,0.0,planned,
,PMTR,COVER,0,0,0.0,10.31,,10.31,10.31,2.0,0.0,planned,
,PNTG,SELL,0,0,0.0,35.42,,35.42,35.42,2.0,0.0,planned,
,POET,COVER,0,0,0.0,13.73,,13.73,13.73,2.0,0.0,planned,
,POLE,SHORT,0,0,0.0,10.71,,10.71,10.71,2.0,0.0,planned,
,POWL,SELL,0,0,0.0,308.05,,308.05,308.05,2.0,0.0,planned,
,PPTA,BUY,0,0,0.0,31.08,,31.08,31.08,2.0,0.0,planned,
,PRSO,COVER,0,0,0.0,1.035,,1.035,1.035,2.0,0.0,planned,
,PRTA,COVER,0,0,0.0,9.43,,9.43,9.43,2.0,0.0,planned,
,PSEC,SHORT,0,0,0.0,2.35,,2.35,2.35,2.0,0.0,planned,
,PTON,SELL,0,0,0.0,5.39,,5.39,5.39,2.0,0.0,planned,
,PYXS,BUY,0,0,0.0,2.6,,2.6,2.6,2.0,0.0,planned,
,QCOM,BUY,0,0,0.0,210.31,,210.31,210.31,2.0,0.0,planned,
,QDEL,SELL,0,0,0.0,11.12,,11.12,11.12,2.0,0.0,planned,
,QMCO,BUY,0,0,0.0,8.94,,8.94,8.94,2.0,0.0,planned,
,QTRX,COVER,0,0,0.0,2.91,,2.91,2.91,2.0,0.0,planned,
,QURE,SELL,0,0,0.0,29.1,,29.1,29.1,2.0,0.0,planned,
,RAIL,BUY,0,0,0.0,7.92,,7.92,7.92,2.0,0.0,planned,
,RANG,SHORT,0,0,0.0,10.61,,10.61,10.61,2.0,0.0,planned,
,RBKB,SHORT,0,0,0.0,16.15,,16.15,16.15,2.0,0.0,planned,
,RCAT,BUY,0,0,0.0,11.03,,11.03,11.03,2.0,0.0,planned,
,RDNT,SHORT,0,0,0.0,56.0,,56.0,56.0,2.0,0.0,planned,
,RDVT,SELL,0,0,0.0,47.29,,47.29,47.29,2.0,0.0,planned,
,RDZN,COVER,0,0,0.0,1.75,,1.75,1.75,2.0,0.0,planned,
,REPL,COVER,0,0,0.0,4.09,,4.09,4.09,2.0,0.0,planned,
,RFIL,BUY,0,0,0.0,16.6,,16.6,16.6,2.0,0.0,planned,
,RGC,SELL,0,0,0.0,26.35,,26.35,26.35,2.0,0.0,planned,
,RGEN,SELL,0,0,0.0,113.6,,113.6,113.6,2.0,0.0,planned,
,RGTI,BUY,0,0,0.0,19.07,,19.07,19.07,2.0,0.0,planned,
,RIGL,SHORT,0,0,0.0,29.37,,29.37,29.37,2.0,0.0,planned,
,RILY,BUY,0,0,0.0,8.71,,8.71,8.71,2.0,0.0,planned,
,RIME,SHORT,0,0,0.0,0.7601,,0.7601,0.7601,2.0,0.0,planned,
,RIOT,BUY,0,0,0.0,24.51,,24.51,24.51,2.0,0.0,planned,
,RKLB,BUY,0,0,0.0,117.56,,117.56,117.56,2.0,0.0,planned,
,RLAY,SELL,0,0,0.0,12.93,,12.93,12.93,2.0,0.0,planned,
,RMBS,SELL,0,0,0.0,130.28,,130.28,130.28,2.0,0.0,planned,
,ROOT,SELL,0,0,0.0,59.24,,59.24,59.24,2.0,0.0,planned,
,RPGL,COVER,0,0,0.0,0.4451,,0.4451,0.4451,2.0,0.0,planned,
,RR,BUY,0,0,0.0,2.57,,2.57,2.57,2.0,0.0,planned,
,RUM,BUY,0,0,0.0,7.92,,7.92,7.92,2.0,0.0,planned,
,RWAY,COVER,0,0,0.0,6.66,,6.66,6.66,2.0,0.0,planned,
,RXT,SHORT,0,0,0.0,6.33,,6.33,6.33,2.0,0.0,planned,
,RZLT,SHORT,0,0,0.0,3.3,,3.3,3.3,2.0,0.0,planned,
,RZLV,COVER,0,0,0.0,2.81,,2.81,2.81,2.0,0.0,planned,
,SABR,SELL,0,0,0.0,1.83,,1.83,1.83,2.0,0.0,planned,
,SAFX,SHORT,0,0,0.0,0.4056,,0.4056,0.4056,2.0,0.0,planned,
,SAIA,SELL,0,0,0.0,434.98,,434.98,434.98,2.0,0.0,planned,
,SANM,SELL,0,0,0.0,235.84,,235.84,235.84,2.0,0.0,planned,
,SATL,COVER,0,0,0.0,7.55,,7.55,7.55,2.0,0.0,planned,
,SCVL,SELL,0,0,0.0,16.3,,16.3,16.3,2.0,0.0,planned,
,SEGG,COVER,0,0,0.0,1.37,,1.37,1.37,2.0,0.0,planned,
,SENS,COVER,0,0,0.0,5.76,,5.76,5.76,2.0,0.0,planned,
,SEPN,SELL,0,0,0.0,24.84,,24.84,24.84,2.0,0.0,planned,
,SERV,BUY,0,0,0.0,8.76,,8.76,8.76,2.0,0.0,planned,
,SEZL,SELL,0,0,0.0,99.63,,99.63,99.63,2.0,0.0,planned,
,SFIX,SELL,0,0,0.0,3.21,,3.21,3.21,2.0,0.0,planned,
,SGHT,BUY,0,0,0.0,4.93,,4.93,4.93,2.0,0.0,planned,
,SGML,SELL,0,0,0.0,20.88,,20.88,20.88,2.0,0.0,planned,
,SHAZ,BUY,0,0,0.0,52.1,,52.1,52.1,2.0,0.0,planned,
,SHC,SHORT,0,0,0.0,15.63,,15.63,15.63,2.0,0.0,planned,
,SHLS,BUY,0,0,0.0,8.63,,8.63,8.63,2.0,0.0,planned,
,SHOO,SELL,0,0,0.0,38.55,,38.55,38.55,2.0,0.0,planned,
,SIBN,SHORT,0,0,0.0,13.9,,13.9,13.9,2.0,0.0,planned,
,SION,BUY,0,0,0.0,40.94,,40.94,40.94,2.0,0.0,planned,
,SITM,SELL,0,0,0.0,847.19,,847.19,847.19,2.0,0.0,planned,
,SKBL,COVER,0,0,0.0,3.5,,3.5,3.5,2.0,0.0,planned,
,SKIN,COVER,0,0,0.0,0.6546,,0.6546,0.6546,2.0,0.0,planned,
,SLGL,BUY,0,0,0.0,67.21,,67.21,67.21,2.0,0.0,planned,
,SLNH,SHORT,0,0,0.0,1.78,,1.78,1.78,2.0,0.0,planned,
,SLNO,COVER,0,0,0.0,52.93,,52.93,52.93,2.0,0.0,planned,
,SMTC,BUY,0,0,0.0,132.08,,132.08,132.08,2.0,0.0,planned,
,SMX,COVER,0,0,0.0,9.15,,9.15,9.15,2.0,0.0,planned,
,SNCY,SELL,0,0,0.0,16.17,,16.17,16.17,2.0,0.0,planned,
,SNDK,SELL,0,0,0.0,1452.02,,1452.02,1452.02,2.0,0.0,planned,
,SNEX,SELL,0,0,0.0,116.81,,116.81,116.81,2.0,0.0,planned,
,SOBR,COVER,0,0,0.0,1.84,,1.84,1.84,2.0,0.0,planned,
,SOLS,COVER,0,0,0.0,87.32,,87.32,87.32,2.0,0.0,planned,
,SPPL,COVER,0,0,0.0,2.78,,2.78,2.78,2.0,0.0,planned,
,SPT,SELL,0,0,0.0,6.55,,6.55,6.55,2.0,0.0,planned,
,SRRK,SHORT,0,0,0.0,49.19,,49.19,49.19,2.0,0.0,planned,
,SRZN,SHORT,0,0,0.0,30.66,,30.66,30.66,2.0,0.0,planned,
,STAK,SHORT,0,0,0.0,2.03,,2.03,2.03,2.0,0.0,planned,
,STEX,COVER,0,0,0.0,0.8979,,0.8979,0.8979,2.0,0.0,planned,
,STFS,SHORT,0,0,0.0,10.0,,10.0,10.0,2.0,0.0,planned,
,STKE,BUY,0,0,0.0,2.1,,2.1,2.1,2.0,0.0,planned,
,STOK,SELL,0,0,0.0,32.49,,32.49,32.49,2.0,0.0,planned,
,STRL,SELL,0,0,0.0,851.35,,851.35,851.35,2.0,0.0,planned,
,STRT,COVER,0,0,0.0,62.76,,62.76,62.76,2.0,0.0,planned,
,STRZ,BUY,0,0,0.0,20.35,,20.35,20.35,2.0,0.0,planned,
,STTK,SELL,0,0,0.0,6.62,,6.62,6.62,2.0,0.0,planned,
,STX,BUY,0,0,0.0,808.795,,808.795,808.795,2.0,0.0,planned,
,SUIG,COVER,0,0,0.0,1.93,,1.93,1.93,2.0,0.0,planned,
,SWIM,BUY,0,0,0.0,5.01,,5.01,5.01,2.0,0.0,planned,
,SWMR,COVER,0,0,0.0,36.04,,36.04,36.04,2.0,0.0,planned,
,SYNA,SELL,0,0,0.0,119.59,,119.59,119.59,2.0,0.0,planned,
,TACT,SHORT,0,0,0.0,3.365,,3.365,3.365,2.0,0.0,planned,
,TBLA,BUY,0,0,0.0,5.16,,5.16,5.16,2.0,0.0,planned,
,TCMD,SELL,0,0,0.0,23.53,,23.53,23.53,2.0,0.0,planned,
,TDIC,SHORT,0,0,0.0,2.36,,2.36,2.36,2.0,0.0,planned,
,TENB,SELL,0,0,0.0,21.01,,21.01,21.01,2.0,0.0,planned,
,TFSL,SHORT,0,0,0.0,14.99,,14.99,14.99,2.0,0.0,planned,
,TH,COVER,0,0,0.0,17.48,,17.48,17.48,2.0,0.0,planned,
,TIGO,SHORT,0,0,0.0,80.13,,80.13,80.13,2.0,0.0,planned,
,TILE,SELL,0,0,0.0,28.13,,28.13,28.13,2.0,0.0,planned,
,TJGC,COVER,0,0,0.0,2.01,,2.01,2.01,2.0,0.0,planned,
,TLIH,SHORT,0,0,0.0,3.63,,3.63,3.63,2.0,0.0,planned,
,TLS,SELL,0,0,0.0,4.37,,4.37,4.37,2.0,0.0,planned,
,TMCI,SHORT,0,0,0.0,2.295,,2.295,2.295,2.0,0.0,planned,
,TNGX,SELL,0,0,0.0,23.5,,23.5,23.5,2.0,0.0,planned,
,TONX,SELL,0,0,0.0,3.47,,3.47,3.47,2.0,0.0,planned,
,TOWN,SHORT,0,0,0.0,34.21,,34.21,34.21,2.0,0.0,planned,
,TOYO,COVER,0,0,0.0,11.94,,11.94,11.94,2.0,0.0,planned,
,TPG,SELL,0,0,0.0,44.03,,44.03,44.03,2.0,0.0,planned,
,TRAW,BUY,0,0,0.0,1.68,,1.68,1.68,2.0,0.0,planned,
,TRDA,COVER,0,0,0.0,7.12,,7.12,7.12,2.0,0.0,planned,
,TROO,BUY,0,0,0.0,4.14,,4.14,4.14,2.0,0.0,planned,
,TRUP,SELL,0,0,0.0,23.78,,23.78,23.78,2.0,0.0,planned,
,TSHA,SELL,0,0,0.0,6.85,,6.85,6.85,2.0,0.0,planned,
,TSLA,BUY,0,0,0.0,433.45,,433.45,433.45,2.0,0.0,planned,
,TTEC,SELL,0,0,0.0,2.44,,2.44,2.44,2.0,0.0,planned,
,TTMI,SELL,0,0,0.0,163.36,,163.36,163.36,2.0,0.0,planned,
,TUSK,COVER,0,0,0.0,2.94,,2.94,2.94,2.0,0.0,planned,
,TZOO,SELL,0,0,0.0,8.97,,8.97,8.97,2.0,0.0,planned,
,UAL,SELL,0,0,0.0,95.84,,95.84,95.84,2.0,0.0,planned,
,UBXG,SHORT,0,0,0.0,0.2127,,0.2127,0.2127,2.0,0.0,planned,
,UCTT,SELL,0,0,0.0,82.99,,82.99,82.99,2.0,0.0,planned,
,UFPT,SELL,0,0,0.0,220.59,,220.59,220.59,2.0,0.0,planned,
,UGRO,COVER,0,0,0.0,5.93,,5.93,5.93,2.0,0.0,planned,
,ULCC,SELL,0,0,0.0,4.72,,4.72,4.72,2.0,0.0,planned,
,UNB,SHORT,0,0,0.0,23.43,,23.43,23.43,2.0,0.0,planned,
,URBN,SELL,0,0,0.0,67.01,,67.01,67.01,2.0,0.0,planned,
,URGN,BUY,0,0,0.0,29.8,,29.8,29.8,2.0,0.0,planned,
,USAR,SELL,0,0,0.0,25.55,,25.55,25.55,2.0,0.0,planned,
,VC,BUY,0,0,0.0,114.7,,114.7,114.7,2.0,0.0,planned,
,VEEE,COVER,0,0,0.0,7.84,,7.84,7.84,2.0,0.0,planned,
,VHCP,COVER,0,0,0.0,9.94,,9.94,9.94,2.0,0.0,planned,
,VIAV,BUY,0,0,0.0,53.4,,53.4,53.4,2.0,0.0,planned,
,VICR,BUY,0,0,0.0,292.53,,292.53,292.53,2.0,0.0,planned,
,VISN,COVER,0,0,0.0,11.77,,11.77,11.77,2.0,0.0,planned,
,VNCE,SELL,0,0,0.0,4.34,,4.34,4.34,2.0,0.0,planned,
,VRAX,SELL,0,0,0.0,0.1449,,0.1449,0.1449,2.0,0.0,planned,
,VREX,COVER,0,0,0.0,9.87,,9.87,9.87,2.0,0.0,planned,
,VSAT,SELL,0,0,0.0,70.99,,70.99,70.99,2.0,0.0,planned,
,VSEC,SELL,0,0,0.0,182.13,,182.13,182.13,2.0,0.0,planned,
,VTGN,SHORT,0,0,0.0,0.6216,,0.6216,0.6216,2.0,0.0,planned,
,VTSI,SHORT,0,0,0.0,3.48,,3.48,3.48,2.0,0.0,planned,
,WATT,SELL,0,0,0.0,25.86,,25.86,25.86,2.0,0.0,planned,
,WAY,SELL,0,0,0.0,19.39,,19.39,19.39,2.0,0.0,planned,
,WDC,SELL,0,0,0.0,488.74,,488.74,488.74,2.0,0.0,planned,
,WEN,SHORT,0,0,0.0,7.9,,7.9,7.9,2.0,0.0,planned,
,WFCF,COVER,0,0,0.0,12.85,,12.85,12.85,2.0,0.0,planned,
,WGS,COVER,0,0,0.0,39.49,,39.49,39.49,2.0,0.0,planned,
,WINA,SELL,0,0,0.0,360.36,,360.36,360.36,2.0,0.0,planned,
,WING,SELL,0,0,0.0,123.73,,123.73,123.73,2.0,0.0,planned,
,WIX,BUY,0,0,0.0,75.88,,75.88,75.88,2.0,0.0,planned,
,WLDN,COVER,0,0,0.0,92.97,,92.97,92.97,2.0,0.0,planned,
,WOK,COVER,0,0,0.0,6.66,,6.66,6.66,2.0,0.0,planned,
,WOOF,SELL,0,0,0.0,2.53,,2.53,2.53,2.0,0.0,planned,
,WTF,COVER,0,0,0.0,4.3,,4.3,4.3,2.0,0.0,planned,
,WULF,SELL,0,0,0.0,22.8,,22.8,22.8,2.0,0.0,planned,
,WVE,COVER,0,0,0.0,6.79,,6.79,6.79,2.0,0.0,planned,
,WYFI,COVER,0,0,0.0,26.09,,26.09,26.09,2.0,0.0,planned,
,XE,BUY,0,0,0.0,31.74,,31.74,31.74,2.0,0.0,planned,
,XEL,SHORT,0,0,0.0,79.9,,79.9,79.9,2.0,0.0,planned,
,XGN,COVER,0,0,0.0,3.71,,3.71,3.71,2.0,0.0,planned,
,XMTR,SELL,0,0,0.0,83.92,,83.92,83.92,2.0,0.0,planned,
,XNDU,COVER,0,0,0.0,14.15,,14.15,14.15,2.0,0.0,planned,
,XOS,SHORT,0,0,0.0,1.92,,1.92,1.92,2.0,0.0,planned,
,XWIN,COVER,0,0,0.0,8.46,,8.46,8.46,2.0,0.0,planned,
,YMAT,COVER,0,0,0.0,0.5142,,0.5142,0.5142,2.0,0.0,planned,
,ZBRA,SHORT,0,0,0.0,241.79,,241.79,241.79,2.0,0.0,planned,
,ZSQR,COVER,0,0,0.0,12.14,,12.14,12.14,2.0,0.0,planned,
,ZUMZ,SELL,0,0,0.0,22.88,,22.88,22.88,2.0,0.0,planned,
