date,ticker,side,planned_quantity,filled_quantity,fill_ratio,planned_price,average_fill_price,arrival_price,close_price,slippage_bps,transaction_cost,order_status,rejected_reason
,AMBA,BUY,0,0,0.0,78.19,,78.19,78.19,2.0,0.0,planned,
,AMD,SELL,0,0,0.0,448.29,,448.29,448.29,2.0,0.0,planned,
,AMKR,SELL,0,0,0.0,73.45,,73.45,73.45,2.0,0.0,planned,
,AMPG,COVER,0,0,0.0,2.69,,2.69,2.69,2.0,0.0,planned,
,AMRX,SELL,0,0,0.0,12.6,,12.6,12.6,2.0,0.0,planned,
,AMSC,BUY,0,0,0.0,54.51,,54.51,54.51,2.0,0.0,planned,
,ANAB,SELL,0,0,0.0,65.58,,65.58,65.58,2.0,0.0,planned,
,ANGI,SHORT,0,0,0.0,5.18,,5.18,5.18,2.0,0.0,planned,
,ANNA,COVER,0,0,0.0,3.65,,3.65,3.65,2.0,0.0,planned,
,APC,SHORT,0,0,0.0,21.55,,21.55,21.55,2.0,0.0,planned,
,APLD,SELL,0,0,0.0,43.93,,43.93,43.93,2.0,0.0,planned,
,APLS,COVER,0,0,0.0,41.06,,41.06,41.06,2.0,0.0,planned,
,APPF,SELL,0,0,0.0,155.38,,155.38,155.38,2.0,0.0,planned,
,APPS,SELL,0,0,0.0,3.87,,3.87,3.87,2.0,0.0,planned,
,ARAI,COVER,0,0,0.0,0.69,,0.69,0.69,2.0,0.0,planned,
,ARCB,SELL,0,0,0.0,112.92,,112.92,112.92,2.0,0.0,planned,
,AREB,SHORT,0,0,0.0,0.1282,,0.1282,0.1282,2.0,0.0,planned,
,AREC,COVER,0,0,0.0,2.41,,2.41,2.41,2.0,0.0,planned,
,ARHS,SELL,0,0,0.0,5.9,,5.9,5.9,2.0,0.0,planned,
,ARRY,BUY,0,0,0.0,8.17,,8.17,8.17,2.0,0.0,planned,
,ARWR,BUY,0,0,0.0,79.04,,79.04,79.04,2.0,0.0,planned,
,ASBP,COVER,0,0,0.0,5.17,,5.17,5.17,2.0,0.0,planned,
,ASO,SELL,0,0,0.0,51.12,,51.12,51.12,2.0,0.0,planned,
,ASRT,COVER,0,0,0.0,22.55,,22.55,22.55,2.0,0.0,planned,
,ASST,COVER,0,0,0.0,17.07,,17.07,17.07,2.0,0.0,planned,
,ASTI,COVER,0,0,0.0,4.65,,4.65,4.65,2.0,0.0,planned,
,ASYS,SELL,0,0,0.0,20.96,,20.96,20.96,2.0,0.0,planned,
,ATAI,SELL,0,0,0.0,4.15,,4.15,4.15,2.0,0.0,planned,
,ATEC,SHORT,0,0,0.0,7.74,,7.74,7.74,2.0,0.0,planned,
,ATEX,SELL,0,0,0.0,54.25,,54.25,54.25,2.0,0.0,planned,
,ATII,COVER,0,0,0.0,10.76,,10.76,10.76,2.0,0.0,planned,
,ATOM,COVER,0,0,0.0,8.35,,8.35,8.35,2.0,0.0,planned,
,ATYR,SHORT,0,0,0.0,0.5302,,0.5302,0.5302,2.0,0.0,planned,
,AUUD,SHORT,0,0,0.0,1.31,,1.31,1.31,2.0,0.0,planned,
,AVNW,COVER,0,0,0.0,15.31,,15.31,15.31,2.0,0.0,planned,
,AVR,COVER,0,0,0.0,6.7,,6.7,6.7,2.0,0.0,planned,
,AVTX,SELL,0,0,0.0,19.94,,19.94,19.94,2.0,0.0,planned,
,AXGN,SELL,0,0,0.0,40.93,,40.93,40.93,2.0,0.0,planned,
,AXTI,BUY,0,0,0.0,122.9,,122.9,122.9,2.0,0.0,planned,
,BDCI,COVER,0,0,0.0,10.025,,10.025,10.025,2.0,0.0,planned,
,BDTX,BUY,0,0,0.0,2.83,,2.83,2.83,2.0,0.0,planned,
,BEAM,SELL,0,0,0.0,31.58,,31.58,31.58,2.0,0.0,planned,
,BELFA,SELL,0,0,0.0,269.21,,269.21,269.21,2.0,0.0,planned,
,BELFB,SELL,0,0,0.0,298.22,,298.22,298.22,2.0,0.0,planned,
,BHAV,COVER,0,0,0.0,9.8816,,9.8816,9.8816,2.0,0.0,planned,
,BIOA,SELL,0,0,0.0,18.19,,18.19,18.19,2.0,0.0,planned,
,BIRD,COVER,0,0,0.0,5.14,,5.14,5.14,2.0,0.0,planned,
,BJRI,SELL,0,0,0.0,41.42,,41.42,41.42,2.0,0.0,planned,
,BKNG,SELL,0,0,0.0,160.56,,160.56,160.56,2.0,0.0,planned,
,BKYI,SHORT,0,0,0.0,3.46,,3.46,3.46,2.0,0.0,planned,
,BLBD,BUY,0,0,0.0,69.33,,69.33,69.33,2.0,0.0,planned,
,BLMN,SELL,0,0,0.0,8.32,,8.32,8.32,2.0,0.0,planned,
,BLNK,COVER,0,0,0.0,0.9001,,0.9001,0.9001,2.0,0.0,planned,
,BLZE,SELL,0,0,0.0,7.03,,7.03,7.03,2.0,0.0,planned,
,BNZI,COVER,0,0,0.0,4.81,,4.81,4.81,2.0,0.0,planned,
,BRCB,SELL,0,0,0.0,10.97,,10.97,10.97,2.0,0.0,planned,
,BTBT,COVER,0,0,0.0,1.96,,1.96,1.96,2.0,0.0,planned,
,BWEN,SHORT,0,0,0.0,4.41,,4.41,4.41,2.0,0.0,planned,
,BYND,SELL,0,0,0.0,0.7948,,0.7948,0.7948,2.0,0.0,planned,
,BZAI,COVER,0,0,0.0,1.63,,1.63,1.63,2.0,0.0,planned,
,CABA,COVER,0,0,0.0,3.63,,3.63,3.63,2.0,0.0,planned,
,CAEP,SHORT,0,0,0.0,12.11,,12.11,12.11,2.0,0.0,planned,
,CAR,COVER,0,0,0.0,150.54,,150.54,150.54,2.0,0.0,planned,
,CBRL,BUY,0,0,0.0,29.74,,29.74,29.74,2.0,0.0,planned,
,CDNA,SELL,0,0,0.0,21.4,,21.4,21.4,2.0,0.0,planned,
,CDNL,COVER,0,0,0.0,57.09,,57.09,57.09,2.0,0.0,planned,
,CDW,SHORT,0,0,0.0,99.3,,99.3,99.3,2.0,0.0,planned,
,CENX,SELL,0,0,0.0,63.27,,63.27,63.27,2.0,0.0,planned,
,CEPS,COVER,0,0,0.0,10.16,,10.16,10.16,2.0,0.0,planned,
,CGEM,SHORT,0,0,0.0,16.15,,16.15,16.15,2.0,0.0,planned,
,CGON,SELL,0,0,0.0,72.07,,72.07,72.07,2.0,0.0,planned,
,CGTL,COVER,0,0,0.0,0.7612,,0.7612,0.7612,2.0,0.0,planned,
,CHMG,SHORT,0,0,0.0,65.59,,65.59,65.59,2.0,0.0,planned,
,CHRN,SELL,0,0,0.0,14.28,,14.28,14.28,2.0,0.0,planned,
,CHRW,SELL,0,0,0.0,167.21,,167.21,167.21,2.0,0.0,planned,
,CIFR,SELL,0,0,0.0,20.06,,20.06,20.06,2.0,0.0,planned,
,CLFD,COVER,0,0,0.0,45.15,,45.15,45.15,2.0,0.0,planned,
,CLIK,COVER,0,0,0.0,1.93,,1.93,1.93,2.0,0.0,planned,
,CLNN,COVER,0,0,0.0,6.5,,6.5,6.5,2.0,0.0,planned,
,CLOV,BUY,0,0,0.0,3.28,,3.28,3.28,2.0,0.0,planned,
,CLPT,SELL,0,0,0.0,12.64,,12.64,12.64,2.0,0.0,planned,
,CLYM,SELL,0,0,0.0,11.17,,11.17,11.17,2.0,0.0,planned,
,CMPX,COVER,0,0,0.0,1.87,,1.87,1.87,2.0,0.0,planned,
,CNCK,SHORT,0,0,0.0,2.06,,2.06,2.06,2.0,0.0,planned,
,CNSP,COVER,0,0,0.0,6.12,,6.12,6.12,2.0,0.0,planned,
,COAG,SHORT,0,0,0.0,25.9,,25.9,25.9,2.0,0.0,planned,
,COIN,BUY,0,0,0.0,207.64,,207.64,207.64,2.0,0.0,planned,
,COLA,COVER,0,0,0.0,10.75,,10.75,10.75,2.0,0.0,planned,
,COLL,SELL,0,0,0.0,35.69,,35.69,35.69,2.0,0.0,planned,
,COLM,SELL,0,0,0.0,58.6,,58.6,58.6,2.0,0.0,planned,
,COYA,SHORT,0,0,0.0,4.29,,4.29,4.29,2.0,0.0,planned,
,CPSH,COVER,0,0,0.0,4.27,,4.27,4.27,2.0,0.0,planned,
,CRAC,COVER,0,0,0.0,10.08,,10.08,10.08,2.0,0.0,planned,
,CRDO,SELL,0,0,0.0,198.57,,198.57,198.57,2.0,0.0,planned,
,CREG,SHORT,0,0,0.0,0.254,,0.254,0.254,2.0,0.0,planned,
,CRML,SELL,0,0,0.0,11.83,,11.83,11.83,2.0,0.0,planned,
,CRWD,BUY,0,0,0.0,546.18,,546.18,546.18,2.0,0.0,planned,
,CSGS,SHORT,0,0,0.0,80.69,,80.69,80.69,2.0,0.0,planned,
,CSIQ,BUY,0,0,0.0,19.41,,19.41,19.41,2.0,0.0,planned,
,CTSH,BUY,0,0,0.0,47.73,,47.73,47.73,2.0,0.0,planned,
,CUE,COVER,0,0,0.0,29.26,,29.26,29.26,2.0,0.0,planned,
,CVGI,SELL,0,0,0.0,5.4,,5.4,5.4,2.0,0.0,planned,
,CVV,BUY,0,0,0.0,7.01,,7.01,7.01,2.0,0.0,planned,
,CXDO,BUY,0,0,0.0,9.16,,9.16,9.16,2.0,0.0,planned,
,DARE,COVER,0,0,0.0,2.63,,2.63,2.63,2.0,0.0,planned,
,DASH,SELL,0,0,0.0,155.19,,155.19,155.19,2.0,0.0,planned,
,DAVE,SELL,0,0,0.0,242.25,,242.25,242.25,2.0,0.0,planned,
,DCBO,BUY,0,0,0.0,17.36,,17.36,17.36,2.0,0.0,planned,
,DDOG,SELL,0,0,0.0,199.94,,199.94,199.94,2.0,0.0,planned,
,DIBS,SHORT,0,0,0.0,4.46,,4.46,4.46,2.0,0.0,planned,
,DJCO,SELL,0,0,0.0,487.78,,487.78,487.78,2.0,0.0,planned,
,DKNG,SELL,0,0,0.0,24.61,,24.61,24.61,2.0,0.0,planned,
,DOMH,COVER,0,0,0.0,3.91,,3.91,3.91,2.0,0.0,planned,
,DOMO,SELL,0,0,0.0,3.72,,3.72,3.72,2.0,0.0,planned,
,DPRO,BUY,0,0,0.0,5.39,,5.39,5.39,2.0,0.0,planned,
,DRTS,COVER,0,0,0.0,9.88,,9.88,9.88,2.0,0.0,planned,
,EDSA,BUY,0,0,0.0,13.27,,13.27,13.27,2.0,0.0,planned,
,EGBN,SHORT,0,0,0.0,25.4,,25.4,25.4,2.0,0.0,planned,
,EIKN,SHORT,0,0,0.0,11.53,,11.53,11.53,2.0,0.0,planned,
,ELPW,COVER,0,0,0.0,3.03,,3.03,3.03,2.0,0.0,planned,
,ELTX,COVER,0,0,0.0,10.55,,10.55,10.55,2.0,0.0,planned,
,ELVA,BUY,0,0,0.0,10.38,,10.38,10.38,2.0,0.0,planned,
,ELVN,SELL,0,0,0.0,42.3,,42.3,42.3,2.0,0.0,planned,
,EMBC,COVER,0,0,0.0,3.41,,3.41,3.41,2.0,0.0,planned,
,ENGN,COVER,0,0,0.0,1.44,,1.44,1.44,2.0,0.0,planned,
,EOSE,BUY,0,0,0.0,8.1,,8.1,8.1,2.0,0.0,planned,
,ERII,SHORT,0,0,0.0,8.73,,8.73,8.73,2.0,0.0,planned,
,ERNA,COVER,0,0,0.0,12.01,,12.01,12.01,2.0,0.0,planned,
,ESPR,COVER,0,0,0.0,3.13,,3.13,3.13,2.0,0.0,planned,
,EZGO,COVER,0,0,0.0,0.0319,,0.0319,0.0319,2.0,0.0,planned,
,FA,BUY,0,0,0.0,15.56,,15.56,15.56,2.0,0.0,planned,
,FABC,SELL,0,0,0.0,5.02,,5.02,5.02,2.0,0.0,planned,
,FACT,COVER,0,0,0.0,10.5712,,10.5712,10.5712,2.0,0.0,planned,
,FATN,COVER,0,0,0.0,3.61,,3.61,3.61,2.0,0.0,planned,
,FBRX,BUY,0,0,0.0,24.29,,24.29,24.29,2.0,0.0,planned,
,FCHL,SHORT,0,0,0.0,1.33,,1.33,1.33,2.0,0.0,planned,
,FDMT,BUY,0,0,0.0,10.34,,10.34,10.34,2.0,0.0,planned,
,FFAI,COVER,0,0,0.0,0.4109,,0.4109,0.4109,2.0,0.0,planned,
,FIVE,SELL,0,0,0.0,208.51,,208.51,208.51,2.0,0.0,planned,
,FLEX,BUY,0,0,0.0,139.69,,139.69,139.69,2.0,0.0,planned,
,FLNC,BUY,0,0,0.0,21.28,,21.28,21.28,2.0,0.0,planned,
,FLWS,SELL,0,0,0.0,4.39,,4.39,4.39,2.0,0.0,planned,
,FLYW,SELL,0,0,0.0,16.66,,16.66,16.66,2.0,0.0,planned,
,FNKO,SELL,0,0,0.0,5.54,,5.54,5.54,2.0,0.0,planned,
,FNRN,COVER,0,0,0.0,17.8,,17.8,17.8,2.0,0.0,planned,
,FOSL,SELL,0,0,0.0,3.95,,3.95,3.95,2.0,0.0,planned,
,FOXF,SELL,0,0,0.0,16.83,,16.83,16.83,2.0,0.0,planned,
,FROG,SELL,0,0,0.0,67.55,,67.55,67.55,2.0,0.0,planned,
,FRPH,COVER,0,0,0.0,22.44,,22.44,22.44,2.0,0.0,planned,
,FRPT,SELL,0,0,0.0,51.27,,51.27,51.27,2.0,0.0,planned,
,FSEA,SHORT,0,0,0.0,16.66,,16.66,16.66,2.0,0.0,planned,
,FSLY,SHORT,0,0,0.0,19.03,,19.03,19.03,2.0,0.0,planned,
,FTAI,BUY,0,0,0.0,266.21,,266.21,266.21,2.0,0.0,planned,
,FTNT,BUY,0,0,0.0,113.87,,113.87,113.87,2.0,0.0,planned,
,FTRE,SELL,0,0,0.0,14.61,,14.61,14.61,2.0,0.0,planned,
,FWRD,COVER,0,0,0.0,9.185,,9.185,9.185,2.0,0.0,planned,
,FWRG,BUY,0,0,0.0,11.35,,11.35,11.35,2.0,0.0,planned,
,GALT,COVER,0,0,0.0,2.25,,2.25,2.25,2.0,0.0,planned,
,GAUZ,COVER,0,0,0.0,0.925,,0.925,0.925,2.0,0.0,planned,
,GDC,COVER,0,0,0.0,0.1408,,0.1408,0.1408,2.0,0.0,planned,
,GDRX,BUY,0,0,0.0,2.69,,2.69,2.69,2.0,0.0,planned,
,GELS,SHORT,0,0,0.0,0.4299,,0.4299,0.4299,2.0,0.0,planned,
,GEOS,COVER,0,0,0.0,8.51,,8.51,8.51,2.0,0.0,planned,
,GFS,SELL,0,0,0.0,72.15,,72.15,72.15,2.0,0.0,planned,
,GH,SELL,0,0,0.0,99.94,,99.94,99.94,2.0,0.0,planned,
,GILT,COVER,0,0,0.0,19.91,,19.91,19.91,2.0,0.0,planned,
,GLE,COVER,0,0,0.0,0.559,,0.559,0.559,2.0,0.0,planned,
,GLIBA,COVER,0,0,0.0,28.38,,28.38,28.38,2.0,0.0,planned,
,GLIBK,COVER,0,0,0.0,28.08,,28.08,28.08,2.0,0.0,planned,
,GLND,COVER,0,0,0.0,3.01,,3.01,3.01,2.0,0.0,planned,
,GLSI,COVER,0,0,0.0,24.71,,24.71,24.71,2.0,0.0,planned,
,GLUE,SELL,0,0,0.0,19.11,,19.11,19.11,2.0,0.0,planned,
,GMM,SHORT,0,0,0.0,1.2,,1.2,1.2,2.0,0.0,planned,
,GPAT,COVER,0,0,0.0,10.89,,10.89,10.89,2.0,0.0,planned,
,GPRE,SELL,0,0,0.0,16.77,,16.77,16.77,2.0,0.0,planned,
,GPRO,SELL,0,0,0.0,1.13,,1.13,1.13,2.0,0.0,planned,
,GSHD,SELL,0,0,0.0,39.65,,39.65,39.65,2.0,0.0,planned,
,GSIT,COVER,0,0,0.0,11.54,,11.54,11.54,2.0,0.0,planned,
,GT,COVER,0,0,0.0,5.86,,5.86,5.86,2.0,0.0,planned,
,GTM,SHORT,0,0,0.0,4.06,,4.06,4.06,2.0,0.0,planned,
,GUTS,BUY,0,0,0.0,0.734,,0.734,0.734,2.0,0.0,planned,
,GV,SHORT,0,0,0.0,0.271,,0.271,0.271,2.0,0.0,planned,
,HAIN,SHORT,0,0,0.0,0.8048,,0.8048,0.8048,2.0,0.0,planned,
,HALO,SHORT,0,0,0.0,70.93,,70.93,70.93,2.0,0.0,planned,
,HAO,COVER,0,0,0.0,0.0407,,0.0407,0.0407,2.0,0.0,planned,
,HCHL,SHORT,0,0,0.0,2.9,,2.9,2.9,2.0,0.0,planned,
,HCKT,COVER,0,0,0.0,10.24,,10.24,10.24,2.0,0.0,planned,
,HCSG,SELL,0,0,0.0,22.12,,22.12,22.12,2.0,0.0,planned,
,HDSN,SHORT,0,0,0.0,4.96,,4.96,4.96,2.0,0.0,planned,
,HELE,SELL,0,0,0.0,23.97,,23.97,23.97,2.0,0.0,planned,
,HLMN,SELL,0,0,0.0,7.56,,7.56,7.56,2.0,0.0,planned,
,HNRG,SELL,0,0,0.0,19.75,,19.75,19.75,2.0,0.0,planned,
,HOOD,BUY,0,0,0.0,78.27,,78.27,78.27,2.0,0.0,planned,
,HOVR,SHORT,0,0,0.0,2.23,,2.23,2.23,2.0,0.0,planned,
,HPAI,COVER,0,0,0.0,1.34,,1.34,1.34,2.0,0.0,planned,
,HPK,SHORT,0,0,0.0,6.89,,6.89,6.89,2.0,0.0,planned,
,HQ,COVER,0,0,0.0,11.76,,11.76,11.76,2.0,0.0,planned,
,HSPT,COVER,0,0,0.0,7.6001,,7.6001,7.6001,2.0,0.0,planned,
,HTCO,COVER,0,0,0.0,11.28,,11.28,11.28,2.0,0.0,planned,
,HTZ,BUY,0,0,0.0,5.75,,5.75,5.75,2.0,0.0,planned,
,HUBC,COVER,0,0,0.0,0.1743,,0.1743,0.1743,2.0,0.0,planned,
,HUBG,SELL,0,0,0.0,36.62,,36.62,36.62,2.0,0.0,planned,
,HUMA,SELL,0,0,0.0,0.91,,0.91,0.91,2.0,0.0,planned,
,HUT,SELL,0,0,0.0,107.31,,107.31,107.31,2.0,0.0,planned,
,HYMC,BUY,0,0,0.0,45.16,,45.16,45.16,2.0,0.0,planned,
,IFRX,BUY,0,0,0.0,2.43,,2.43,2.43,2.0,0.0,planned,
,IHRT,SELL,0,0,0.0,4.85,,4.85,4.85,2.0,0.0,planned,
,IKT,BUY,0,0,0.0,1.92,,1.92,1.92,2.0,0.0,planned,
,IMUX,COVER,0,0,0.0,11.9,,11.9,11.9,2.0,0.0,planned,
,INBS,COVER,0,0,0.0,3.18,,3.18,3.18,2.0,0.0,planned,
,INDI,BUY,0,0,0.0,4.61,,4.61,4.61,2.0,0.0,planned,
,INDV,SELL,0,0,0.0,38.28,,38.28,38.28,2.0,0.0,planned,
,INOD,COVER,0,0,0.0,92.09,,92.09,92.09,2.0,0.0,planned,
,INSM,COVER,0,0,0.0,116.0,,116.0,116.0,2.0,0.0,planned,
,INTC,SELL,0,0,0.0,120.61,,120.61,120.61,2.0,0.0,planned,
,INTG,SHORT,0,0,0.0,39.42,,39.42,39.42,2.0,0.0,planned,
,INTR,COVER,0,0,0.0,6.4,,6.4,6.4,2.0,0.0,planned,
,IPCX,SHORT,0,0,0.0,10.3,,10.3,10.3,2.0,0.0,planned,
,IPSC,SELL,0,0,0.0,2.29,,2.29,2.29,2.0,0.0,planned,
,IPWR,COVER,0,0,0.0,5.45,,5.45,5.45,2.0,0.0,planned,
,IRHO,COVER,0,0,0.0,9.98,,9.98,9.98,2.0,0.0,planned,
,IRWD,SELL,0,0,0.0,4.09,,4.09,4.09,2.0,0.0,planned,
,ISPC,COVER,0,0,0.0,4.54,,4.54,4.54,2.0,0.0,planned,
,ISSC,SELL,0,0,0.0,21.22,,21.22,21.22,2.0,0.0,planned,
,IZM,SHORT,0,0,0.0,0.3786,,0.3786,0.3786,2.0,0.0,planned,
,JACK,SELL,0,0,0.0,13.57,,13.57,13.57,2.0,0.0,planned,
,JBIO,SELL,0,0,0.0,25.23,,25.23,25.23,2.0,0.0,planned,
,JBLU,BUY,0,0,0.0,4.73,,4.73,4.73,2.0,0.0,planned,
,JDZG,SHORT,0,0,0.0,2.14,,2.14,2.14,2.0,0.0,planned,
,JRVR,COVER,0,0,0.0,4.2,,4.2,4.2,2.0,0.0,planned,
,JYNT,SHORT,0,0,0.0,8.68,,8.68,8.68,2.0,0.0,planned,
,JZXN,COVER,0,0,0.0,1.19,,1.19,1.19,2.0,0.0,planned,
,KALU,SELL,0,0,0.0,176.36,,176.36,176.36,2.0,0.0,planned,
,KALV,COVER,0,0,0.0,26.73,,26.73,26.73,2.0,0.0,planned,
,KEEL,BUY,0,0,0.0,4.07,,4.07,4.07,2.0,0.0,planned,
,KLIC,SELL,0,0,0.0,98.0,,98.0,98.0,2.0,0.0,planned,
,KMTS,BUY,0,0,0.0,21.57,,21.57,21.57,2.0,0.0,planned,
,KOPN,SELL,0,0,0.0,5.35,,5.35,5.35,2.0,0.0,planned,
,KRAQ,SHORT,0,0,0.0,9.92,,9.92,9.92,2.0,0.0,planned,
,KRNT,SHORT,0,0,0.0,16.08,,16.08,16.08,2.0,0.0,planned,
,KXIN,COVER,0,0,0.0,5.26,,5.26,5.26,2.0,0.0,planned,
,KYMR,SELL,0,0,0.0,83.55,,83.55,83.55,2.0,0.0,planned,
,LASR,BUY,0,0,0.0,83.81,,83.81,83.81,2.0,0.0,planned,
,LBRX,SELL,0,0,0.0,31.13,,31.13,31.13,2.0,0.0,planned,
,LBTYB,COVER,0,0,0.0,14.77,,14.77,14.77,2.0,0.0,planned,
,LE,SELL,0,0,0.0,11.01,,11.01,11.01,2.0,0.0,planned,
,LGIH,BUY,0,0,0.0,45.6,,45.6,45.6,2.0,0.0,planned,
,LHAI,COVER,0,0,0.0,1.02,,1.02,1.02,2.0,0.0,planned,
,LIFE,SELL,0,0,0.0,25.65,,25.65,25.65,2.0,0.0,planned,
,LIND,SELL,0,0,0.0,19.02,,19.02,19.02,2.0,0.0,planned,
,LINK,COVER,0,0,0.0,3.365,,3.365,3.365,2.0,0.0,planned,
,LMB,COVER,0,0,0.0,72.32,,72.32,72.32,2.0,0.0,planned,
,LOVE,BUY,0,0,0.0,15.83,,15.83,15.83,2.0,0.0,planned,
,LQDA,COVER,0,0,0.0,56.6,,56.6,56.6,2.0,0.0,planned,
,LRCX,SELL,0,0,0.0,289.24,,289.24,289.24,2.0,0.0,planned,
,LRMR,COVER,0,0,0.0,4.13,,4.13,4.13,2.0,0.0,planned,
,LUNR,BUY,0,0,0.0,32.09,,32.09,32.09,2.0,0.0,planned,
,LXRX,COVER,0,0,0.0,2.41,,2.41,2.41,2.0,0.0,planned,
,MASI,COVER,0,0,0.0,178.55,,178.55,178.55,2.0,0.0,planned,
,MBAI,SHORT,0,0,0.0,1.69,,1.69,1.69,2.0,0.0,planned,
,MBBC,SHORT,0,0,0.0,15.13,,15.13,15.13,2.0,0.0,planned,
,MBX,BUY,0,0,0.0,36.98,,36.98,36.98,2.0,0.0,planned,
,MCFT,SELL,0,0,0.0,24.86,,24.86,24.86,2.0,0.0,planned,
,MCW,COVER,0,0,0.0,7.07,,7.07,7.07,2.0,0.0,planned,
,MDAI,BUY,0,0,0.0,2.15,,2.15,2.15,2.0,0.0,planned,
,MEHA,COVER,0,0,0.0,0.0875,,0.0875,0.0875,2.0,0.0,planned,
,MELI,COVER,0,0,0.0,1578.78,,1578.78,1578.78,2.0,0.0,planned,
,METC,SHORT,0,0,0.0,16.51,,16.51,16.51,2.0,0.0,planned,
,MGEE,SHORT,0,0,0.0,75.3,,75.3,75.3,2.0,0.0,planned,
,MGNX,SHORT,0,0,0.0,3.52,,3.52,3.52,2.0,0.0,planned,
,MGRT,COVER,0,0,0.0,130.0,,130.0,130.0,2.0,0.0,planned,
,MKSI,SELL,0,0,0.0,311.72,,311.72,311.72,2.0,0.0,planned,
,MLTX,COVER,0,0,0.0,18.19,,18.19,18.19,2.0,0.0,planned,
,MMED,SELL,0,0,0.0,11.89,,11.89,11.89,2.0,0.0,planned,
,MNPR,BUY,0,0,0.0,61.35,,61.35,61.35,2.0,0.0,planned,
,MNTS,COVER,0,0,0.0,5.34,,5.34,5.34,2.0,0.0,planned,
,MOBX,COVER,0,0,0.0,1.93,,1.93,1.93,2.0,0.0,planned,
,MOVE,SHORT,0,0,0.0,15.09,,15.09,15.09,2.0,0.0,planned,
,MRAM,COVER,0,0,0.0,44.01,,44.01,44.01,2.0,0.0,planned,
,MRLN,COVER,0,0,0.0,7.83,,7.83,7.83,2.0,0.0,planned,
,MRVI,BUY,0,0,0.0,4.66,,4.66,4.66,2.0,0.0,planned,
,MSTR,BUY,0,0,0.0,184.42,,184.42,184.42,2.0,0.0,planned,
,MU,SELL,0,0,0.0,766.58,,766.58,766.58,2.0,0.0,planned,
,MVST,SHORT,0,0,0.0,1.41,,1.41,1.41,2.0,0.0,planned,
,MXL,SELL,0,0,0.0,91.93,,91.93,91.93,2.0,0.0,planned,
,NAUT,COVER,0,0,0.0,2.93,,2.93,2.93,2.0,0.0,planned,
,NB,SELL,0,0,0.0,6.13,,6.13,6.13,2.0,0.0,planned,
