date,ticker,side,planned_quantity,filled_quantity,fill_ratio,planned_price,average_fill_price,arrival_price,close_price,slippage_bps,transaction_cost,order_status,rejected_reason
,SLMT,BUY,0,0,0.0,6.13,,6.13,6.13,2.0,0.0078125,planned,
,SLS,COVER,0,0,0.0,7.42,,7.42,7.42,2.0,0.007882254464285712,planned,
,SMTC,SELL,0,0,0.0,141.16,,141.16,141.16,2.0,6.975446428571404e-05,planned,
,SMX,COVER,0,0,0.0,9.65,,9.65,9.65,2.0,6.975446428571404e-05,planned,
,SNDK,SELL,0,0,0.0,1382.72,,1382.72,1382.72,2.0,6.975446428571404e-05,planned,
,SNWV,COVER,0,0,0.0,17.07,,17.07,17.07,2.0,0.007882254464285712,planned,
,SRPT,COVER,0,0,0.0,18.68,,18.68,18.68,2.0,0.007882254464285712,planned,
,SSRM,SELL,0,0,0.0,34.25,,34.25,34.25,2.0,6.975446428571404e-05,planned,
,STAA,BUY,0,0,0.0,32.01,,32.01,32.01,2.0,0.0078125,planned,
,STFS,COVER,0,0,0.0,10.81,,10.81,10.81,2.0,6.975446428571404e-05,planned,
,STRL,SELL,0,0,0.0,889.03,,889.03,889.03,2.0,6.975446428571404e-05,planned,
,STRO,SELL,0,0,0.0,38.42,,38.42,38.42,2.0,0.007882254464285712,planned,
,STTK,BUY,0,0,0.0,6.67,,6.67,6.67,2.0,0.0078125,planned,
,STX,SELL,0,0,0.0,804.76,,804.76,804.76,2.0,6.975446428571404e-05,planned,
,SUNS,SHORT,0,0,0.0,8.02,,8.02,8.02,2.0,0.0078125,planned,
,SWMR,SELL,0,0,0.0,29.53,,29.53,29.53,2.0,0.007882254464285712,planned,
,SYNA,BUY,0,0,0.0,129.78,,129.78,129.78,2.0,0.0078125,planned,
,TARS,COVER,0,0,0.0,65.18,,65.18,65.18,2.0,0.007882254464285712,planned,
,TDIC,COVER,0,0,0.0,0.8,,0.8,0.8,2.0,0.04464285714285714,planned,
,TEM,SHORT,0,0,0.0,45.48,,45.48,45.48,2.0,0.0078125,planned,
,TIGR,COVER,0,0,0.0,6.48,,6.48,6.48,2.0,0.007882254464285712,planned,
,TOYO,BUY,0,0,0.0,12.69,,12.69,12.69,2.0,0.0078125,planned,
,TRAX,COVER,0,0,0.0,18.16,,18.16,18.16,2.0,6.975446428571404e-05,planned,
,TRDA,COVER,0,0,0.0,6.83,,6.83,6.83,2.0,0.007882254464285712,planned,
,TRIP,COVER,0,0,0.0,9.6,,9.6,9.6,2.0,0.007882254464285712,planned,
,TRMB,SHORT,0,0,0.0,55.76,,55.76,55.76,2.0,0.0078125,planned,
,TSEM,BUY,0,0,0.0,280.69,,280.69,280.69,2.0,0.0078125,planned,
,TSHA,BUY,0,0,0.0,6.3,,6.3,6.3,2.0,0.0078125,planned,
,TTGT,COVER,0,0,0.0,4.935,,4.935,4.935,2.0,0.04464285714285714,planned,
,TTMI,SELL,0,0,0.0,171.87,,171.87,171.87,2.0,6.975446428571404e-05,planned,
,TVGN,SHORT,0,0,0.0,9.42,,9.42,9.42,2.0,0.0078125,planned,
,UPWK,COVER,0,0,0.0,8.08,,8.08,8.08,2.0,0.007882254464285712,planned,
,URGN,SELL,0,0,0.0,29.68,,29.68,29.68,2.0,6.975446428571404e-05,planned,
,VECO,SELL,0,0,0.0,59.51,,59.51,59.51,2.0,6.975446428571404e-05,planned,
,VELO,COVER,0,0,0.0,19.84,,19.84,19.84,2.0,0.015694754464285712,planned,
,VERA,COVER,0,0,0.0,39.56,,39.56,39.56,2.0,0.007882254464285712,planned,
,VIAV,SELL,0,0,0.0,53.11,,53.11,53.11,2.0,6.975446428571404e-05,planned,
,VICR,SELL,0,0,0.0,290.54,,290.54,290.54,2.0,6.975446428571404e-05,planned,
,VINP,COVER,0,0,0.0,10.475,,10.475,10.475,2.0,0.007882254464285712,planned,
,VMET,BUY,0,0,0.0,12.27,,12.27,12.27,2.0,0.0078125,planned,
,VRCA,COVER,0,0,0.0,6.95,,6.95,6.95,2.0,0.007882254464285712,planned,
,VREX,COVER,0,0,0.0,10.02,,10.02,10.02,2.0,0.007882254464285712,planned,
,VSAT,SELL,0,0,0.0,74.3,,74.3,74.3,2.0,6.975446428571404e-05,planned,
,VTVT,SHORT,0,0,0.0,38.43,,38.43,38.43,2.0,0.0078125,planned,
,WATT,SELL,0,0,0.0,26.39,,26.39,26.39,2.0,0.007882254464285712,planned,
,WBTN,COVER,0,0,0.0,12.7,,12.7,12.7,2.0,0.007882254464285712,planned,
,WDC,SELL,0,0,0.0,489.15,,489.15,489.15,2.0,6.975446428571404e-05,planned,
,WERN,SHORT,0,0,0.0,37.15,,37.15,37.15,2.0,0.0078125,planned,
,WEST,SELL,0,0,0.0,8.36,,8.36,8.36,2.0,6.975446428571404e-05,planned,
,WIX,COVER,0,0,0.0,52.71,,52.71,52.71,2.0,0.007882254464285712,planned,
,WLFC,SHORT,0,0,0.0,189.84,,189.84,189.84,2.0,0.0078125,planned,
,WSC,SELL,0,0,0.0,26.13,,26.13,26.13,2.0,0.007882254464285712,planned,
,WSHP,COVER,0,0,0.0,7.03,,7.03,7.03,2.0,0.007882254464285712,planned,
,WVE,COVER,0,0,0.0,6.9,,6.9,6.9,2.0,6.975446428571404e-05,planned,
,WYFI,SHORT,0,0,0.0,29.99,,29.99,29.99,2.0,0.0078125,planned,
,XENE,COVER,0,0,0.0,56.0,,56.0,56.0,2.0,0.007882254464285712,planned,
,XLO,SHORT,0,0,0.0,8.81,,8.81,8.81,2.0,0.0078125,planned,
,XMTR,SELL,0,0,0.0,89.98,,89.98,89.98,2.0,6.975446428571404e-05,planned,
,XNDU,COVER,0,0,0.0,15.13,,15.13,15.13,2.0,6.975446428571404e-05,planned,
,ZBIO,BUY,0,0,0.0,18.9,,18.9,18.9,2.0,0.0078125,planned,
,ZSQR,COVER,0,0,0.0,9.84,,9.84,9.84,2.0,6.975446428571404e-05,planned,
