signal_date,bucket,alpha_min,alpha_max,number_of_stocks,average_alpha,average_realized_next_day_return,average_residual,long_selected_count,short_selected_count,average_liquidity,average_volatility,long_threshold_alpha,short_threshold_alpha,filtered_out_price,filtered_out_liquidity,filtered_out_missing_data,filtered_out_alpha_threshold,cost_adjusted_alpha_threshold,trading_cost_return,min_net_alpha_after_cost,final_number_long,final_number_short
2026-05-14,1,-0.04069715829725918,-0.001116176832776611,758,-0.005514672014161295,,,4,130,43086444.58112541,,0.004947788257863267,-0.0023328122336677866,1156,1307,4392,826,0.0007999999999999999,0.0003,0.0005,157,186
2026-05-14,2,-0.0011157558190213607,0.0,4834,-4.4882161361429225e-05,,,1,16,60989702.896460816,,0.004947788257863267,-0.0023328122336677866,1156,1307,4392,826,0.0007999999999999999,0.0003,0.0005,157,186
2026-05-14,3,2.5819362728671594e-06,0.0007860395656578837,472,0.0004117939996076872,,,3,8,90250183.30248718,,0.004947788257863267,-0.0023328122336677866,1156,1307,4392,826,0.0007999999999999999,0.0003,0.0005,157,186
2026-05-14,4,0.0007863619002306688,0.0022469022198505634,758,0.0014160906932334585,,,8,14,88123916.32113875,,0.004947788257863267,-0.0023328122336677866,1156,1307,4392,826,0.0007999999999999999,0.0003,0.0005,157,186
2026-05-14,5,0.0022472331066393826,0.013523220875063222,758,0.004128388181358339,,,141,18,344839682.4747693,,0.004947788257863267,-0.0023328122336677866,1156,1307,4392,826,0.0007999999999999999,0.0003,0.0005,157,186
