ticker,alpha,z_alpha,dollar_volume,passes_signal
RANI,-0.003453277417745649,-0.1302919847838563,14027.7,False
LAND,-0.0034505985553694445,-0.1297216821371137,39263.6,False
ZS,-0.0034372586661242923,-0.12688175493094553,4208535.90048231,False
DGNX,-0.003431379933564228,-0.12563023235618503,3456.675,False
ERII,-0.0034289589973245964,-0.12511483956955996,466407.7559818599,False
CDNL,-0.003415172785584939,-0.12217989482827014,523316.92500000005,False
MLTX,-0.0034126178156753083,-0.12163596763187774,409807.35000000003,False
ATEC,-0.0034075689466299235,-0.12056111458783322,244699.48414279998,False
QURE,-0.00337904392432548,-0.11448842647099733,1416911.9728400002,False
STNE,-0.003364857290915942,-0.11146823601489429,334827.05108208006,False
AIFC,-0.003352034442714536,-0.10873838160617258,3030.4794637975,False
NFE,-0.003328743239478619,-0.10377992051864075,374544.62760011095,False
INDI,-0.003325304573246883,-0.10304786333248471,260865.552229625,False
WDC,-0.003323497876115244,-0.10266323582597735,20882311.40323921,False
MRNA,-0.0033231518512971117,-0.10258957064953066,4051856.6209836,False
TSEM,-0.0033185661756806647,-0.10161332679154342,7985971.369948581,False
VECO,-0.003313325534152542,-0.10049764732974435,585027.72,False
HOVR,-0.0032977845551246856,-0.09718913041925076,34055.7628571719,False
VEEE,-0.003296011632991161,-0.09681169326749599,24637.5,False
ULCC,-0.003281943901787876,-0.09381681588590242,166162.858206125,False
RIOT,-0.0032810621481062646,-0.09362909946460926,6595347.35237462,False
CIFR,-0.003259106584062092,-0.08895498242286004,5183596.687204045,False
CDXS,-0.0032566818143992273,-0.08843877353928456,13675.4,False
PANW,-0.0032556711087312,-0.08822360454715056,16916372.828757364,False
LWLG,-0.0032302888278596966,-0.0828199742263231,765862.0639183801,False
PTRN,-0.0031954005815801796,-0.0753926202233128,137666.30538417998,False
LUCD,-0.0031933488164327993,-0.07495582022028204,39022.39,False
HNST,-0.0031645905152071756,-0.06883346938565965,18123.00345756,False
TEAM,-0.0031640325977246864,-0.06871469440873142,3722173.08487076,False
KTOS,-0.003156420273464022,-0.0670941077327295,1231379.1133843,False
BLZE,-0.0031526698844081187,-0.0662956879169544,337443.36397687,False
AUR,-0.0031315078511678666,-0.061790505540071705,2168794.734063805,False
GILT,-0.003128878918988602,-0.061230832526161384,286861.80942999996,False
RFIL,-0.003123521497893238,-0.060090291878183176,35996.4,False
MNKD,-0.0030984959619232777,-0.054762608930901006,71122.575,False
LHAI,-0.003082133831830652,-0.051279277281967205,56904.94544512001,False
BRTX,-0.003077914588749398,-0.05038104319653469,532.528,False
ATLX,-0.0030616297114689868,-0.04691415788828102,7021.080000000001,False
REKR,-0.00304371575409867,-0.04310045794136527,12674.698999999999,False
OVID,-0.0030263357538031807,-0.03940043204345104,473364.17,False
RUN,-0.0030258299696875944,-0.039292755731908706,579215.9903585401,False
KHC,-0.0029676062666624376,-0.026897519517703455,1271283.0716952,False
SYM,-0.0029618106577270747,-0.025663693120094516,494122.22099625,False
ARCC,-0.0029588380002715476,-0.02503084447889326,895989.2227971301,False
JZXN,-0.0029579511995834816,-0.024842053601082735,7734.842478,False
RPRX,-0.002949124281477428,-0.022962892206612455,835687.1311485,False
GOSS,-0.0029431313204804684,-0.021687051555464947,15020.755900000002,False
VKTX,-0.0029411102757227778,-0.021256791612014887,127210.15902105,False
CYAB,-0.0029342736471980897,-0.019801342695691785,789.6084000000001,False
SABS,-0.002928903204084263,-0.018658029791975044,67487.40999999999,False
EQPT,-0.002915895623460137,-0.015888847722918133,1348063.8011439298,False
NAVN,-0.0028808548626886557,-0.008429024930467013,377574.58914591,False
CYPH,-0.0028784754114809493,-0.007922463886643435,9447.316525735,False
RCT,-0.002868523947566152,-0.005803898087972788,3456.66,False
ARTV,-0.0028613438092232064,-0.004275319413184151,16176.979980080001,False
WYFI,-0.0028464455805425554,-0.0011036375366445068,536457.15979557,False
DASH,-0.0028434960211863067,-0.0004757062466555213,7606206.037099095,False
ASBP,-0.002842365251737656,-0.00023497689260227567,4706.68906497,False
HUT,-0.0028337558648148247,0.0015978743178724874,4113665.0353827197,False
SMMT,-0.0028212975258458577,0.004250128405700971,295027.91788625997,False
MSGY,-0.002798223882030642,0.009162273297764282,638.5500000000001,False
HRZN,-0.002791937617803691,0.01050055523363323,55629.5548690904,False
REAX,-0.0027631344669959055,0.016632454089699107,24049.175,False
LTRX,-0.0027578268490939034,0.017762392142619494,17863.639068944998,False
ALHC,-0.002752530834113477,0.018889860051144486,2485822.0263210745,False
AREC,-0.0027525272577139815,0.018890621430346435,54852.1698161853,False
BKNG,-0.0027410120113271286,0.021342100666700465,9973978.390446838,False
SHMD,-0.0027324080837566596,0.023173789636393743,6391.885,False
LTBR,-0.0027193558876227515,0.025952469895257128,286211.20499999996,False
OMER,-0.002706062546323491,0.028782487515558383,57729.380000000005,False
BTAI,-0.00269961067824368,0.03015602483312815,6565.24640638,False
ALM,-0.002695610694951648,0.031007580731869003,376819.11,False
SATS,-0.0026905280886814747,0.03208961608910795,2973013.5860075383,False
STX,-0.002674781155319523,0.03544197858976176,15522222.61162616,False
YYGH,-0.00266776755120025,0.036935103816334,1517.23,False
ISRG,-0.0026541832291091458,0.039827068297815564,6160582.892971704,False
IEP,-0.002632812001514684,0.044376786032299685,26764.149999999998,False
KLAC,-0.0026264002608556115,0.04574178062872876,10780480.359225722,False
ROKU,-0.0026084393956263647,0.04956546678334912,4323537.290254914,False
MBLY,-0.0025991852651197915,0.05153557736763291,188997.62252575002,False
CEG,-0.0025939047175970393,0.05265975241119842,9113445.65952765,False
GANX,-0.002592470421515513,0.05296509950882197,12051.0,False
NB,-0.0025885535515464218,0.0537989614235517,134952.92118,False
NCI,-0.00258799838023825,0.05391715176780318,2775.3689000000004,False
NTLA,-0.002561826014388157,0.059488983172211296,285655.34823199996,False
CGTX,-0.0025569583045070617,0.060525269266421544,16022.93667215,False
XE,-0.0025390461312954304,0.06433858938403755,852451.5801384901,False
FIVN,-0.0025153242165971493,0.06938874457618285,502075.84251822,False
DSP,-0.00249783132578189,0.07311280372148926,60892.575000000004,False
SIDU,-0.002496225343447916,0.07345470108203414,535822.19891495,False
ARAY,-0.0024694503220319113,0.07915483174786252,15867.4608,False
ALLR,-0.0024492924874330592,0.08344623041262442,10842.42,False
TMC,-0.0024408679649370736,0.08523972586042357,364313.5724078199,False
DBGI,-0.0024275527058848414,0.08807440954817254,37980.61182378,False
SHOP,-0.002423151725520625,0.08901133365904489,18499289.078416176,False
BCDA,-0.0024085872296233206,0.09211196720875076,6348.160000000001,False
AMKR,-0.002404068575003012,0.09307394297599002,1530004.392712149,False
XNCR,-0.002351897722769619,0.10418058860878147,94925.88,False
MDAI,-0.002338839434299649,0.10696056586424005,24286.96809,False
EVGO,-0.002317081735337523,0.11159255943559694,35044.059192450004,False
OSRH,-0.0022900700228714304,0.1173430792268707,25010.289104,False
GT,-0.0022896402270178523,0.11743457840765424,867217.2701999999,False
SUUN,-0.002283892149911912,0.11865828576056535,91.365,False
CERT,-0.002281502275713532,0.11916706575345513,391227.58799793496,False
FEED,-0.0022652071666340416,0.12263612930802242,16636.790399999998,False
ALAB,-0.00224217403904732,0.12753964870571488,3630020.0922049,False
ZM,-0.002228468160839156,0.13045749125241646,6063451.5644692,False
HYMC,-0.0022168132433678387,0.13293870504693633,668214.7659577499,False
RIVN,-0.00221671589649317,0.13295942920983808,2022249.4789631197,False
CCCC,-0.00220840335956183,0.1347290840660183,22784.49,False
AMPL,-0.0021949824045807715,0.13758626934567245,195169.74628912497,False
ALOY,-0.002188847118427338,0.13889240958001464,70443.94499999999,False
EDSA,-0.002181237579466891,0.14051240329383227,24740.66,False
MBOT,-0.0021799920167782398,0.14077757096512866,2260.9649999999997,False
EMBC,-0.0021586170966439323,0.14532807480391813,79894.53733576002,False
DLO,-0.0021325098986476627,0.15088603263279354,323224.151855445,False
AMAT,-0.0021267546164727698,0.15211127387185353,23500030.019149788,False
NEOV,-0.002121037615443269,0.1533283654430801,273.5,False
NIVF,-0.002099306382733453,0.1579547246175841,233.89600000000002,False
VELO,-0.002098574756885126,0.1581104803448781,182594.019460045,False
TLS,-0.0020957422904228267,0.15871348374460767,18229.005759999996,False
MIST,-0.0020954099090923087,0.15878424436083266,7185.4218,False
OXLC,-0.002086699261207444,0.1606386530037356,56925.935999999994,False
SHC,-0.0020589412726338425,0.16654804741398704,1813037.00133924,False
HIVE,-0.0020585512006460614,0.16663108978638652,336830.18037172494,False
MGRX,-0.002050739148330192,0.1682941965408829,447.627,False
DKNG,-0.0020493606100439547,0.16858767336905467,1608263.3758582,False
AXON,-0.0020483262472544457,0.16880787872256178,2977602.62957514,False
WKSP,-0.001968427271395956,0.18581756082078135,2439.87,False
HUMA,-0.0019352633128613987,0.19287783144040052,22362.205343309997,False
DCGO,-0.0018795208692069761,0.2047448326848088,331.53560000000004,False
CAPS,-0.0018721500278075503,0.20631401010734154,273.68,False
OTLK,-0.0018567773685093975,0.20958669345348277,2899.3777364991997,False
TLRY,-0.0018535224720548963,0.21027962791676982,108232.00181550001,False
SMTC,-0.0018353924282454377,0.2141393304763104,8566733.06506741,False
CNDT,-0.0018332546221646118,0.21459444772195435,173324.852,False
RXRX,-0.0018145322473064704,0.21858025155784727,237727.64794808,False
KITT,-0.0018124168424789038,0.21903059980373313,1478.75,False
CLOV,-0.0017918830114051567,0.2234020443068715,158712.63999999998,False
ORIC,-0.0017793790100968914,0.2260640194438997,67541.28,False
INTU,-0.0017631201177689723,0.22952537281915325,7938302.359510159,False
NEXT,-0.001738665958290541,0.23473141550290413,247239.21059384,False
EWTX,-0.0017284969617484026,0.23689629179300853,307130.04000000004,False
CLFD,-0.0017116164612576937,0.24048997924545276,65287.41,False
UBXG,-0.0017013114454095916,0.24268381266709485,40317.6979,False
SPPL,-0.0016666364592263466,0.2500657657572293,12616.9,False
CLNN,-0.0016558744239247693,0.2523568939881326,5731.22,False
LYFT,-0.001650815763704884,0.2534338314739842,1493345.1154189853,False
IBRX,-0.001649877357853886,0.25363360856790906,1166192.78213477,False
WALD,-0.0016171389333013916,0.26060328731599164,6976.4618,False
TOYO,-0.0016060132589946728,0.2629718306052171,22494.0,False
CCLD,-0.001599653811363757,0.2643256925459977,2137.9599999999996,False
BTM,-0.0015994971172415343,0.26435905113635544,934.56,False
BYND,-0.0015913970461251137,0.2660834741741089,581606.365103073,False
GDC,-0.0015783407060598021,0.2688630366339649,33480.534614471995,False
SOUN,-0.0015719244932761423,0.27022898330038875,1221989.372100315,False
ANNX,-0.0015499311579850012,0.27491114145776535,33849.130000000005,False
STSS,-0.0015372337782549386,0.2776142849006959,5444.799999999999,False
USAR,-0.0015341410436534452,0.2782726967491624,1689842.3725869,False
SNDK,-0.001509043366664594,0.2836157377881396,71060331.69050767,False
TEM,-0.0015017044838847088,0.28517811154450706,4610613.34790788,False
CRON,-0.0014695056536071062,0.2920329161408335,106230.96636842498,False
OXSQ,-0.0014655780146196626,0.29286907067041484,26462.78268054,False
NXXT,-0.0014413779902512516,0.29802101056517505,1505.316,False
POET,-0.0014384114911923968,0.2986525481461468,4044446.08852687,False
AVAH,-0.001437322201415588,0.29888444689850596,195415.7690394,False
AXTI,-0.0014325402428468212,0.29990247740750325,3064276.907420795,False
HSDT,-0.001427024426199023,0.3010767388630854,4363.84,False
QS,-0.0014191857153349513,0.302745520952281,795089.4965504401,False
SPAI,-0.0013906439120594132,0.30882178156776974,4919.849999999999,False
CING,-0.0013666961872275678,0.31392000944852233,1181.70766715,False
TH,-0.0013572379859515022,0.3159335646311543,108281.84000000001,False
SLS,-0.0013381219979039115,0.320003164725388,302929.91433725995,False
FULC,-0.0013356000021276866,0.3205400720630066,33397.175,False
BTOG,-0.0013073401241576656,0.3265563136385669,1430.2666661,False
FTNT,-0.0012965093072734534,0.3288620847712379,3391145.088648,False
CELH,-0.0012900911685908524,0.3302284414420253,3277007.41103775,False
FRMM,-0.0012735769802082672,0.33374414475961717,9629.62738304,False
CLBT,-0.0012613250210318024,0.3363524626815031,334554.10056,False
GOOGL,-0.0012585613650690692,0.33694081702334344,41855243.75076834,False
GERN,-0.0012412230995685618,0.34063195800643303,396335.84,False
NAUT,-0.001240488381186497,0.34078837210281365,4856.79,False
DARE,-0.0012338872936135988,0.3421936767379615,37521.35,False
SKYQ,-0.0012115490259054756,0.34694926751065264,27187.024475000002,False
CEPT,-0.0011854967892452278,0.35249552462818123,29294.1,False
LABT,-0.00117829929339546,0.35402779854023536,5248.6,False
MU,-0.0011729559024143128,0.3551653523191071,295848110.70304227,False
RGTI,-0.0011592774696095982,0.35807735201760305,4028283.80843,False
BTBT,-0.0011584414226478,0.3582553379415347,794276.1593613001,False
INTR,-0.0011543248054163768,0.3591317240237616,1051336.87047825,False
CEVA,-0.0011022583429401264,0.3702161461353598,396619.49302200007,False
INVZ,-0.001100348875839482,0.3706226523265843,11945.904,False
CSCO,-0.0010935443096959574,0.3720712754869444,28515776.48749984,False
BEEM,-0.0010621312169660693,0.3787588045236575,13413.85865092,False
MSTR,-0.0010603562887524685,0.37913666874952673,16037017.951644374,False
TSSI,-0.001055990025283799,0.3800662019852302,170798.15918748002,False
ANGI,-0.0010012535310625,0.3917190467917059,37269.90499569,False
CLNE,-0.0009746815797286306,0.3973759458953814,158843.99030085,False
SLP,-0.0009563272103002686,0.4012834051054051,12871.56,False
MYSE,-0.000942501015186694,0.4042268619017274,3398.3431017,False
CPB,-0.0009362399119165806,0.405559787324919,883395.8608684451,False
SRAD,-0.0009134805511497328,0.41040502454158145,539515.35,False
DOMH,-0.0009021636231005513,0.4128142838140149,4260.24,False
AIRO,-0.0008966031253421357,0.4139980574251564,7925.4,False
NAKA,-0.0008965318651746696,0.4140132279925115,2982.1464,False
UPXI,-0.000889075331035435,0.41560064853076145,52669.517400000004,False
HTZ,-0.0008662175603244626,0.42046683622703745,380160.09695874,False
PRME,-0.000852726844682024,0.42333887284440014,77706.263684,False
PYPL,-0.0008176805619394747,0.4307998712085205,3237480.067946219,False
GCT,-0.0007984029510515975,0.4349038791672298,450944.57484762,False
ASPI,-0.0007762742957039222,0.4396148455930282,203240.08375000002,False
NVAX,-0.0007728294354799613,0.44034822141734614,253487.76890431496,False
NBIS,-0.0007719126168029213,0.4405434028207446,14160311.065704228,False
COIN,-0.0007493312464502688,0.44535074768234917,10577410.823019551,False
MNDY,-0.0007375539154345496,0.4478580220796793,970467.4338630899,False
BNKK,-0.0007208239913822911,0.4514196533346315,11723.517,False
LULU,-0.0006974077750816236,0.4564047284365069,3160014.5063710795,False
WEST,-0.0006948572322562059,0.45694771315154376,87432.18490369999,False
FLY,-0.0006834638902798629,0.45937324017453246,1417343.17092652,False
ASTS,-0.0006816288582019532,0.4597638999038957,10515151.27118598,False
XGN,-0.0006766418834554034,0.46082557627908355,23885.399999999998,False
WMT,-0.0006144499051755907,0.4740656180722674,13216974.451136867,False
PGY,-0.0006066093977779454,0.47573478262525104,198352.77522776998,False
PLAY,-0.0005763299080429897,0.4821809790746286,346636.66073949006,False
WSHP,-0.0005752235532960597,0.4824165107861547,16744.3520794,False
GEMI,-0.0005729227280418325,0.48290633316144116,20121.840290890003,False
OCGN,-0.0005606559021350525,0.4855178160595209,191108.87668880002,False
CRWD,-0.0005450743264493762,0.4888349755869736,24126150.890082803,False
ARTL,-0.0005409405956541477,0.48971500497347026,1942.08,False
EOSE,-0.0005386423936314192,0.49020426888935986,869830.9299624749,False
KIDZ,-0.000520679987116262,0.49402828316812797,6649.6304,False
APLD,-0.0004975774221851301,0.49894658507262324,5383443.97548464,False
MRLN,-0.00048420008346548773,0.5017944848923197,80066.6223992,False
GTLB,-0.0004471095125534439,0.5096906914866661,1041288.4811923599,False
CMCSA,-0.00042985644781431574,0.5133636940912595,4337299.52859973,False
MTVA,-0.00041800608368902994,0.5158865164973472,721.0,False
VCIG,-0.00036325647030839976,0.5275421542398677,194.4137,False
PTON,-0.00036311120855196037,0.5275730789954294,296462.68799999997,False
ONDS,-0.00035943286771269523,0.5283561604761685,4070613.0654271,False
WULF,-0.00035762725124753147,0.528740557919737,3477844.9339171494,False
PRTS,-0.0002919868750247013,0.5427147286817673,3626.98,False
OPEN,-0.0002904111646679715,0.5430501814451959,768396.9072494,False
VUZI,-0.0002729532993901171,0.5467667840086103,60153.94,False
CRML,-0.0002465830112142353,0.5523807510700233,381557.52901498,False
CAI,-0.0002445539122510363,0.5528127256721881,285298.9,False
GRAB,-0.00023463273139857498,0.5549248445138387,793695.818276375,False
HOLO,-0.00022205265974764273,0.557603014255766,14440.0844,False
CABA,-0.0002214752957667478,0.5577259291950936,223547.29321587962,False
SEGG,-0.00020988101981431843,0.5601942330249092,12939.04,False
RPGL,-0.0002085895211474645,0.5604691800003544,25709.399999999998,False
NUAI,-0.00015989996094132068,0.5708346938471833,219061.83,False
FRSH,-9.733641731514506e-05,0.5841538381363934,1433465.327615,False
LCID,-9.093986950326968e-05,0.58551559832965,521888.79311237496,False
TTD,-7.179649058809212e-05,0.5895910296619571,1700736.94962948,False
STIM,-6.26162012328979e-05,0.5915454202135717,41689.38,False
HOOD,-4.140981923873117e-05,0.5960600439906406,12027273.1339144,False
SLDP,-3.6251611375844105e-05,0.5971581741606647,163181.604340305,False
LOBO,-2.7247177278358e-05,0.5990751269103957,73.28795,False
VIAV,1.7711836465339383e-05,0.6086464452284704,3531556.8500076565,False
SCNX,3.3305731105225805e-05,0.6119662273364086,584.201,False
SBET,3.678440005362412e-05,0.6127068006954715,215109.88737310498,False
AYA,5.4004837166850837e-05,0.6163728572092264,135952.06911342,False
ANY,6.630807576023592e-05,0.6189920919992026,2942.6400000000003,False
GOOG,6.807411634377085e-05,0.6193680641387165,35078236.83944383,False
BIRD,7.242622449161443e-05,0.6202945838500956,29458.2362877,False
MDCX,7.557527876084073e-05,0.6209649855849619,3841.7432000000003,False
MWH,0.00011157496617189696,0.6286289541392257,744625.4146625801,False
JBLU,0.000113112125047974,0.6289561996831841,280918.19075173006,False
ALTO,0.00011596226570399326,0.6295629657396097,427474.60397999996,False
CYN,0.00012515412752872634,0.6315198199526898,6989.4,False
MELI,0.00014052064723230789,0.6347911962413781,22914430.99704675,False
UPST,0.0001450466116599246,0.6357547281925006,1153879.3280789999,False
BULL,0.00015771724416585326,0.6384521774225248,310469.032518,False
BGL,0.00016324992100534162,0.6396300282420216,3036.85991246,False
YAAS,0.0001791465854070716,0.6430142669633592,991.66,False
LUNR,0.00019315119826019062,0.6459957070879748,1551230.78892075,False
XRX,0.00021970374627469408,0.6516484754216307,126785.1943677591,False
GAME,0.00022614344971337943,0.6530194230104065,1358.775,False
KDK,0.0002695147121465095,0.6622527251680287,70140.40173924,False
AMOD,0.0002876211214027681,0.6661073961707547,199.6068,False
MASK,0.0002947407558489597,0.6676230941791964,4556.171351335401,False
ARBE,0.0002991130714567463,0.668553915853973,1734.7464,False
VERI,0.0003024811036785712,0.6692709357753706,57224.788824,False
RIGL,0.00030397984061770154,0.6695900016784007,234908.69999999998,False
LZMH,0.0003107430295078823,0.6710298160409268,248.8432,False
MRVL,0.0003246208667097945,0.673984266914408,27989212.228198566,False
SNDL,0.00033214023406639634,0.6755850640077532,8485.5780346,False
DGXX,0.0003351206492472629,0.6762195641900465,4455505.12766766,False
GP,0.0004119865709158871,0.6925835397945099,6578.5,False
KALA,0.00041622650448526824,0.6934861786751443,15661.749999999998,False
TIGR,0.0004176379808141006,0.6937866676787221,415394.436731325,False
GDRX,0.00042686953266446117,0.6957519714959571,28908.09,False
RLAY,0.00045158630712280887,0.701013922247047,3012513.14,False
ALLO,0.00048101436676776166,0.7072788578604227,68031.41162829999,False
SOFI,0.0005031576899574236,0.7119929469211056,10062886.503425075,False
HALO,0.0005103160832901709,0.7135168963036321,1157681.90368952,False
LXRX,0.0005787775436301437,0.7280916472794804,85837.5417932606,False
DJT,0.0005818852690543556,0.7287532505221556,227492.26783920004,False
GEVO,0.000599166742197245,0.73243230098796,41305.381199999996,False
SERV,0.0006375972685678621,0.740613770517547,156211.06121627497,False
ELBM,0.0006799462860153452,0.7496294470792773,708.7285,False
ENGN,0.0007083832384024703,0.7556833860033995,8983.58269038,False
FFAI,0.0007165849121843451,0.7574294392187758,38736.8497465488,False
HUBC,0.0007638297981413427,0.7674873965612888,1498.83985,False
SNAL,0.0008146128527171223,0.7782985941395962,384.0305,False
ICCM,0.0008169293059502905,0.7787917435531928,224.77,False
GAMB,0.0008363691494650796,0.7829302891937695,34195.840000000004,False
EU,0.0008413174361343937,0.7839837292694591,138250.80000000002,False
BTQ,0.0008705422876698921,0.7902054039360646,76327.0,False
SKYT,0.0008913818966503683,0.7946419454561577,427313.66695592,False
YMAT,0.0009107557879915252,0.7987664505474644,3040.28,False
AKBA,0.0009111693261071932,0.7988544886206366,107940.14360000002,False
GLXY,0.000981918263026671,0.813916220174226,2880809.383702743,False
NXT,0.0010631273074385046,0.8312048025884989,2701987.8466912503,False
LIDR,0.0010692553815429384,0.832509407450711,46913.797848075,False
SIGA,0.001091458243102532,0.837236171626867,124370.59,False
SILO,0.0011384576932091338,0.8472418781645871,116.97000000000001,False
BLNK,0.00116299335992798,0.8524652729136587,32131.055339307797,False
ALMU,0.0011758195923402368,0.8551958477865679,138623.99544889998,False
RCAT,0.0011949789845683764,0.8592746881908925,216411.53104958,False
AUPH,0.0012196990205125763,0.8645373332792615,1123681.434259,False
SOPA,0.0012222406211189266,0.8650784142864978,2370.2136,False
ZENA,0.0012496292127501072,0.870909167831943,3799.513521765,False
AMD,0.0013195503142445076,0.8857946616145362,67664405.69531427,False
GMEX,0.0013498659482493866,0.8922485528126193,6200.88,False
OSS,0.0013627822025329796,0.8949982924294675,309852.59015857003,False
HLIT,0.0013741571517764811,0.8974199038260644,666662.7817716299,False
PDYN,0.0013783155005292304,0.8983051741261878,95891.87038608002,False
ANNA,0.0014003759585765898,0.9030016220380019,33733.37698685,False
PSEC,0.0014304160455516149,0.9093968520663946,87603.90181039501,False
IVDA,0.0014419551475102453,0.9118534099121782,246.049905,False
DBVT,0.0014747239944274337,0.9188295652733407,14248.439999999999,False
PACB,0.0014926477222139945,0.9226453452428413,21085.93863553,False
HPAI,0.0015160679503907022,0.9276312744324609,18006.60098645,False
DFNS,0.001534570385801708,0.9315702553893815,223.6025,False
KOPN,0.001548187835938381,0.9344692724959761,1311884.403032105,False
NFLX,0.0015824440417982685,0.9417620715000569,45654022.02991483,False
ARAI,0.0015966681889191705,0.9447902482450676,3502.7553952552,False
META,0.0016311070845142696,0.9521219400420177,41934400.32822899,False
QCOM,0.0016411863743767607,0.9542677186892989,61887720.88330104,False
FCHL,0.0016542973193158029,0.957058905973293,1611.6,False
FATN,0.0016609783781711056,0.95848123568387,1412.0,False
SWMR,0.0016674242469842506,0.9598534958183754,114386.516856,False
CLRB,0.001740364903542425,0.9753818222676078,110007.0,False
LAES,0.0017958484263239185,0.9871937018826108,102240.74175705,False
TRDA,0.0018380590558291674,0.9961799170541502,58849.65957332,False
HAO,0.0018489760884000108,0.9985040426326163,45975.314699984905,False
AVAV,0.0018885950860833896,1.0069385256582553,3904854.85676208,False
TONX,0.0018915197591595158,1.0075611589114555,55016.850000000006,False
HTCO,0.001978698601570677,1.0261206508094616,781392.55506,False
WGRX,0.0019855676437071745,1.0275830002551922,82.60000000000001,False
PLUG,0.0020162715817723365,1.0341195574518303,2740302.000241625,False
LASE,0.0020445027606616336,1.0401296892840004,2974.0605,False
WGS,0.002046672855648891,1.040591680510541,1035234.3175461999,False
PFSA,0.0021025216507871555,1.0524813229078724,47.481,False
GXAI,0.002104137725222529,1.0528253687745108,366.1755,False
FSLY,0.0021078870445518675,1.0536235608563433,815881.5359233,False
CLIK,0.0022127664549483547,1.0759513242641316,6308.807511999999,False
GCTK,0.002239823317450696,1.0817114560404786,7185.688497,False
FABC,0.0022426965611131874,1.0823231404928084,71702.6877,False
PLTR,0.0022452688941858603,1.0828707641306181,21472881.4372362,False
LITE,0.002262910851553629,1.086626558034004,40845879.02717072,False
RKLB,0.002267436724392283,1.0875900704867645,27773734.43994165,False
XTIA,0.0022706374311592583,1.088271468514848,54449.57629869999,False
USEG,0.0023270768569911516,1.100286850200176,20291.178799999998,False
ASTI,0.0023498287322710172,1.1051304938325333,452268.68649704003,False
FWRD,0.0023588214076307396,1.1070449432661817,134681.5,False
PROP,0.0023912195398017796,1.1139421772154818,18505.771990167,False
HOTH,0.002400784808700712,1.1159785260097768,2261.0,False
IQST,0.0024123792827863712,1.1184468720201488,2084.07,False
MOBX,0.0024389079682076323,1.1240945602495764,16499.957964875,False
CTXR,0.002510454804341299,1.1393261564583002,182.7,False
TSLA,0.0025405883430472264,1.1457412814129682,127231576.6432886,False
IOVA,0.0025579146243633333,1.1494298710846715,250270.53778252503,False
ORBS,0.0025930279680530578,1.1569051460447106,210633.6312,False
QNCX,0.0026528294003379184,1.1696362648263239,309.76,False
SKYE,0.0027597823562189594,1.19240546505016,1232.8515,False
BNAI,0.0027657461069547484,1.193675087132782,17394.648806154997,False
XNDU,0.0028034177302798447,1.201694993896276,227646.62941780002,False
APP,0.002879048977048023,1.2177961197291927,31345073.24306,False
CMND,0.0028993138855174095,1.2221103133356825,2431.55,False
INOD,0.0029964816769325617,1.242796351227897,3633148.59958582,False
GOVX,0.003001305264620703,1.2438232441544532,2128.98,False
MDB,0.0030070439444491843,1.2450449509222448,5743958.82611376,False
BLDP,0.0030178771061731093,1.247351221247523,321791.30566983495,False
CXAI,0.0030637141460202796,1.2571094624232884,21547.146616198002,False
BFRG,0.003065385257867259,1.2574652251969944,1839.2609069999999,False
IHRT,0.003078383667172507,1.2602324547852235,201869.56137540497,False
AVGO,0.0031079631147160197,1.2665296193477233,54520731.34539214,False
PBM,0.003203078480864716,1.2867787167042468,536.0,False
DVLT,0.003232001162230909,1.2929360624046269,88949.73739209601,False
AMZN,0.0032561884750028913,1.2980852961293532,48778866.86738296,False
TNYA,0.003271331809796809,1.3013091586129932,112819.1028,False
PLSE,0.0032914096179468685,1.3055835204579613,144694.951879995,False
TJGC,0.003465241509987984,1.34259056830033,16618.92,False
VSEE,0.0036339950448339934,1.3785164853704728,4743.8369999999995,False
RDZN,0.003643555087326178,1.3805517215157463,4627.399377065,False
CGC,0.0036914057898711017,1.3907386510692261,216589.26998884248,False
INTC,0.003800574314273875,1.4139795233741694,89534438.78575966,False
CGEN,0.003876575848658018,1.4301594796872616,2644.21,False
DEFT,0.003957914894214351,1.4474757380274967,3147.7599999999998,False
ONCO,0.00396253158063304,1.4484585837709536,359.32800000000003,False
NVDA,0.0039650093997755185,1.4489860863510253,138663749.2776389,False
SLMT,0.004043856866436556,1.465771912799284,3895.7490000000003,False
RZLV,0.0040537341569628045,1.4678746878353597,708764.341474,False
BIAF,0.004175184326717525,1.4937301979480475,585.0,False
VRAX,0.004187935669232445,1.4964448295209034,217.82700000000003,False
EDBL,0.004288732396680248,1.5179034311112996,9176.501499719401,False
GRML,0.004315677970418748,1.5236398706378562,1274.4235,False
NUCL,0.004434608524171233,1.5489589800426862,17130.499200000002,False
SAGT,0.004583364228406192,1.5806275616752576,240.0,False
CMPX,0.004640602468730469,1.5928130028691698,57430.47228464,False
DEVS,0.0046554825810708215,1.5959808279604886,51448.0993004808,False
ISPC,0.004696108577770747,1.6046296908697322,15475.27675,False
LGVN,0.00469903500346849,1.6052526972383099,6157.4514,False
GUTS,0.004743051780887715,1.614623422993483,16357.860400000001,False
QSI,0.004850156279276052,1.6374248850810764,121749.12699340262,False
FRMI,0.004862537823482925,1.6400607903424524,572284.225358475,False
QUCY,0.004912395841663699,1.6506750570485018,3995.5,False
ALP,0.004921839871329844,1.6526855952390265,216749.50555935,False
RMSG,0.004962160736832402,1.6612694988091834,2146.79,False
