case,cum_return,ann_return,ann_vol,sharpe,max_drawdown,hit_rate,avg_turnover,median_turnover,max_turnover,total_cost_return,avg_gross,avg_long_names,avg_short_names
capped_10pct,4.086072967272769,0.9961024110119427,0.10263008734894394,6.7951010119208135,-0.027829514226828334,0.6627318718381113,0.09999999999999999,0.1,,0.017789999999999997,0.887486188568022,1112.9881956155143,1257.9089376053962
uncapped,11.354961057900269,1.910627018501458,0.1527714696251878,7.083916084251457,-0.04282150290096154,0.6711635750421585,0.4673316010042112,0.4666666666666667,0.6867469879518072,0.08313829181864918,1.0,108.18212478920742,108.18212478920742
