timestamp,ticker,side,quantity,limit_price,status,order_id,error
2026-05-12T19:56:26.166752,ALGM,BUY,134,44.4289,accepted,893,
2026-05-12T19:56:26.166752,BWEN,BUY,393,3.2305,accepted,896,
2026-05-12T19:56:26.166752,CDW,BUY,4,98.7698,accepted,899,
2026-05-12T19:56:26.166752,FIGR,BUY,180,38.4477,accepted,902,
2026-05-12T19:56:26.166752,FLNC,BUY,18,21.6343,accepted,905,
2026-05-12T19:56:26.166752,MNST,BUY,13,85.6871,accepted,908,
2026-05-12T19:56:26.166752,MSFT,SELL,1,408.8083,accepted,911,
2026-05-12T19:56:26.166752,PENG,BUY,125,41.8884,accepted,914,
2026-05-12T19:56:26.166752,REPL,SELL,27,3.9792,accepted,917,
2026-05-12T19:56:26.166752,SITM,BUY,2,819.954,accepted,920,
2026-05-12T19:56:26.166752,TIGO,SELL,45,81.2837,accepted,926,
2026-05-12T20:01:57.860244,BWEN,BUY,427,3.2305,accepted,935,
2026-05-12T20:01:57.860244,CDW,BUY,13,98.7698,accepted,938,
2026-05-12T20:01:57.860244,FLNC,BUY,18,21.6343,accepted,944,
2026-05-12T20:01:57.860244,MNST,BUY,14,85.6871,accepted,947,
2026-05-12T20:01:57.860244,MSFT,SELL,1,408.8083,accepted,950,
2026-05-12T20:01:57.860244,SITM,BUY,2,819.954,accepted,956,
2026-05-12T20:01:57.860244,TIGO,SELL,43,81.2837,accepted,962,
