ticker,side,quantity,limit_price,notional,ok,reason,timestamp
REPL,BUY,364,3.9808,1449.0112,True,,2026-05-12T18:20:09.728138
SITM,SELL,5,819.626,4098.13,True,,2026-05-12T18:20:09.728138
TDIC,SELL,6191,2.1197,13123.062699999999,True,,2026-05-12T18:20:09.728138
TIGO,SELL,161,81.2837,13086.6757,True,,2026-05-12T18:20:09.728138
WOK,SELL,3170,4.1392,13121.264,True,,2026-05-12T18:20:09.728138
ZBRA,BUY,76,246.6493,18745.3468,True,,2026-05-12T18:20:09.728138
AIRS,BUY,434,3.9508,1714.6472,True,,2026-05-12T18:26:09.786429
ALGM,BUY,150,44.4289,6664.335,True,,2026-05-12T18:26:09.786429
BWEN,SELL,329,3.2293,1062.4397,True,,2026-05-12T18:26:09.786429
CSGP,SELL,455,32.5785,14823.217499999999,True,,2026-05-12T18:26:09.786429
FIGR,BUY,525,38.4477,20185.0425,True,,2026-05-12T18:26:09.786429
FLNC,SELL,49,21.6257,1059.6593,True,,2026-05-12T18:26:09.786429
HNRG,SELL,755,19.6411,14829.0305,True,,2026-05-12T18:26:09.786429
MNST,BUY,225,85.6871,19279.5975,True,,2026-05-12T18:26:09.786429
MSFT,BUY,1,408.9719,408.9719,True,,2026-05-12T18:26:09.786429
OKTA,SELL,188,78.6593,14787.948400000001,True,,2026-05-12T18:26:09.786429
PENG,BUY,42,41.8884,1759.3128,True,,2026-05-12T18:26:09.786429
PSIX,BUY,176,37.6575,6627.719999999999,True,,2026-05-12T18:26:09.786429
QUBT,BUY,1750,11.5463,20206.025,True,,2026-05-12T18:26:09.786429
RELY,SELL,615,24.1302,14840.072999999999,True,,2026-05-12T18:26:09.786429
REPL,SELL,43,3.9792,171.1056,True,,2026-05-12T18:26:09.786429
SITM,SELL,1,819.626,819.626,True,,2026-05-12T18:26:09.786429
TDIC,SELL,7004,2.1197,14846.378799999999,True,,2026-05-12T18:26:09.786429
TIGO,SELL,182,81.2837,14793.633399999999,True,,2026-05-12T18:26:09.786429
WOK,SELL,3586,4.1392,14843.171199999999,True,,2026-05-12T18:26:09.786429
ZBRA,BUY,81,246.6493,19978.5933,True,,2026-05-12T18:26:09.786429
AIRS,SELL,891,3.9492,3518.7372,True,,2026-05-12T18:32:04.951937
ALGM,BUY,149,44.4289,6619.9061,True,,2026-05-12T18:32:04.951937
BWEN,SELL,162,3.2293,523.1465999999999,True,,2026-05-12T18:32:04.951937
CDW,BUY,117,98.7698,11556.0666,True,,2026-05-12T18:32:04.951937
CSGP,SELL,423,32.5785,13780.7055,True,,2026-05-12T18:32:04.951937
FIGR,BUY,468,38.4477,17993.5236,True,,2026-05-12T18:32:04.951937
FLNC,SELL,24,21.6257,519.0168,True,,2026-05-12T18:32:04.951937
HNRG,SELL,702,19.6411,13788.052200000002,True,,2026-05-12T18:32:04.951937
