case,cost_bps_total,old_cumulative_return,old_sharpe,old_total_cost_return,full_cost_cumulative_return,full_cost_annualized_return,full_cost_annualized_volatility,full_cost_sharpe,full_cost_max_drawdown,full_cost_hit_rate,full_cost_total_transaction_cost_return,avg_turnover_half_sum_abs,avg_traded_notional_fraction_sum_abs
capped_10pct,3.0,4.086072967272769,6.7951010119208135,0.017789999999999997,3.996632119014599,0.981109266298974,0.10263008734894337,6.7214384028820415,-0.028092797706914086,0.657672849915683,0.03558,0.09999999999999998,0.19999999999999996
uncapped,3.0,11.354961057900269,7.083916084251457,0.08313829181864918,10.373114459018238,1.8099865095097543,0.15279830505104985,6.851450358084225,-0.044892418622669905,0.6644182124789207,0.16627658363729836,0.4673316010042112,0.9346632020084223
