signal_date,execution_date,portfolio_return,gross_return_before_cost,transaction_cost,turnover_penalty,turnover,gross_exposure,net_exposure,long_exposure,short_exposure,number_long,number_short,risk_scale,vol_scale,var_scale,drawdown_scale,rolling_volatility_annual,rolling_daily_var,drawdown,equity,cumulative_return,peak_equity,transaction_cost_existing_half_turnover,transaction_cost_full_traded_notional,portfolio_return_full_cost,equity_full_cost,cumulative_return_full_cost
2024-01-30,2024-01-31,0.0117359406153674,0.011853554251731,0.0001176136363636,0.0,0.3920454545454546,1.0,-3.469446951953614e-18,0.5,-0.5,82,82,1.0,1.0,1.0,1.0,0.1210889742801783,0.0078449537906041,0.0,1.039465622177431,0.0394656221774309,1.039465622177431,0.0001176136363636,0.00023522727272727275,0.011618326979003727,1.0369096128391724,0.03690961283917238
2024-01-31,2024-02-01,0.0137585536363819,0.0139017354545637,0.0001431818181818,0.0,0.4772727272727273,1.0,6.938893903907228e-18,0.5,-0.5,88,88,1.0,1.0,1.0,1.0,0.1233835078994006,0.0075412038981595,0.0,1.0537671656933345,0.0537671656933342,1.0537671656933345,0.0001431818181818,0.00028636363636363636,0.013615371818200063,1.0510275227598438,0.05102752275984379
2024-02-01,2024-02-02,0.0063000905561499,0.0064108860106953,0.0001107954545454,0.0,0.3693181818181819,1.0,-5.204170427930421e-18,0.5,-0.5,88,88,1.0,1.0,1.0,1.0,0.1251088573100551,0.0072374540057149,0.0,1.0604059942622996,0.0604059942622996,1.0604059942622996,0.0001107954545454,0.00022159090909090913,0.006189295101604391,1.0575326422581128,0.05753264225811283
2024-02-02,2024-02-05,0.022424198385957,0.0225185804084289,9.438202247191012e-05,0.0,0.3146067415730337,1.0,0.0,0.4999999999999999,-0.4999999999999999,89,89,1.0,1.0,1.0,1.0,0.1247676182244514,0.007223276887643,0.0,1.0841847486472955,0.0841847486472955,1.0841847486472955,9.438202247191012e-05,0.00018876404494382021,0.02232981636348508,1.0811471519581277,0.08114715195812772
2024-02-05,2024-02-06,0.010336816528561,0.010447754028561,0.0001109374999999,0.0,0.3697916666666666,1.0,-3.469446951953614e-18,0.4999999999999999,-0.5,96,96,1.0,1.0,1.0,1.0,0.1367698610634658,0.0072090997695712,0.0,1.0953917674771267,0.0953917674771267,1.0953917674771267,0.0001109374999999,0.00022187499999999996,0.010225879028561001,1.0922028319461248,0.09220283194612477
2024-02-06,2024-02-07,0.0008596390218136,0.0009424515218136,8.281249999999999e-05,0.0,0.2760416666666666,1.0,3.469446951953614e-18,0.5,-0.4999999999999999,96,96,1.0,1.0,1.0,1.0,0.128605022453612,0.0071949226514994,0.0,1.0963334089846235,0.0963334089846235,1.0963334089846235,8.281249999999999e-05,0.00016562499999999995,0.0007768265218136,1.0930512840731803,0.09305128407318031
2024-02-07,2024-02-08,0.0103812497398954,0.0104822398389053,0.0001009900990099,0.0,0.3366336633663366,1.0,1.734723475976807e-18,0.5,-0.5,101,101,1.0,1.0,1.0,1.0,0.1258654086981421,0.0071807455334275,0.0,1.1077147199014838,0.1077147199014838,1.1077147199014838,0.0001009900990099,0.00020198019801980199,0.010280259640885497,1.104288135074256,0.10428813507425594
2024-02-08,2024-02-09,0.0068766254769775,0.0069731601304428,9.653465346534653e-05,0.0,0.3217821782178217,1.0,-6.938893903907228e-18,0.5,-0.4999999999999999,96,96,1.0,1.0,1.0,1.0,0.1089212902892942,0.0071665684153557,0.0,1.1153320591655815,0.1153320591655815,1.1153320591655815,9.653465346534653e-05,0.00019306930693069302,0.0067800908235121065,1.1117753089253861,0.11177530892538612
2024-02-09,2024-02-12,-0.0038283303470725,-0.0037224479941313,0.0001058823529411,0.0,0.3529411764705882,1.0,6.938893903907228e-18,0.5,-0.5,102,102,1.0,1.0,1.0,1.0,0.1066823676607417,0.0071523912972838,-0.0038283303470726,1.111062199596415,0.1110621995964149,1.1153320591655815,0.0001058823529411,0.0002117647058823529,-0.003934212700013653,1.1074013483854501,0.10740134838545012
2024-02-12,2024-02-13,0.0178001259602966,0.0179190448792155,0.0001189189189189,0.0,0.3963963963963964,1.0,-8.673617379884035e-18,0.5,-0.5,111,111,1.0,1.0,1.0,1.0,0.1120463802961556,0.007138214179212,0.0,1.1308392466989554,0.1308392466989554,1.1308392466989554,0.0001189189189189,0.00023783783783783784,0.017681207041377663,1.1269815409041541,0.12698154090415414
2024-02-13,2024-02-14,0.0145578619071915,0.0146727267720564,0.0001148648648648,0.0,0.3828828828828829,1.0,0.0,0.5,-0.5,109,109,1.0,1.0,1.0,1.0,0.1186994378802177,0.0071240370611401,0.0,1.1473018482916313,0.1473018482916313,1.1473018482916313,0.0001148648648648,0.00022972972972972974,0.01444299704232667,1.1432585319661897,0.14325853196618965
2024-02-14,2024-02-15,-0.0093326524278869,-0.0092129276572447,0.0001197247706422,0.0,0.3990825688073394,1.0,-6.938893903907228e-18,0.5,-0.5,106,106,1.0,1.0,1.0,1.0,0.1221875774403913,0.0071098599430683,-0.009332652427887,1.136594478911653,0.1365944789116531,1.1473018482916313,0.0001197247706422,0.00023944954128440364,-0.009452377198529104,1.1324520210866087,0.1324520210866087
2024-02-15,2024-02-16,-0.0079850954492744,-0.0078772007124323,0.0001078947368421,0.0,0.3596491228070175,1.0,0.0,0.5,-0.5,114,114,1.0,1.0,1.0,1.0,0.1341915481736448,0.0082850532168009,-0.0172432257567299,1.127518663510425,0.127518663510425,1.1473018482916313,0.0001078947368421,0.00021578947368421048,-0.00809299018611651,1.1232870979937069,0.12328709799370685
2024-02-16,2024-02-20,-0.0137019806066171,-0.0136037047445481,9.82758620689655e-05,0.0,0.3275862068965517,1.0,-5.204170427930421e-18,0.5,-0.5,116,116,1.0,1.0,1.0,1.0,0.1428016168255562,0.00859149608965,-0.0307089400184329,1.1120694246494065,0.1120694246494062,1.1473018482916313,9.82758620689655e-05,0.00019655172413793104,-0.013800256468686031,1.1077854479534277,0.1077854479534277
2024-02-20,2024-02-21,0.0004296837056094,0.0005296837056094,0.0001,0.0,0.3333333333333333,1.0,-6.938893903907228e-18,0.5,-0.5,117,117,1.0,1.0,1.0,1.0,0.1526128537858183,0.0109245721985751,-0.0302924514439658,1.1125472627606847,0.1125472627606847,1.1473018482916313,0.0001,0.0002,0.0003296837056094,1.1081506667649292,0.10815066676492924
