long_threshold_alpha,short_threshold_alpha,cost_adjusted_alpha_threshold,trading_cost_return,min_net_alpha_after_cost,filtered_missing_or_untradable,filtered_price,filtered_liquidity,filtered_alpha_threshold,row,final_number_long,final_number_short
0.005193533208657021,-0.0012367013965803504,0.0007999999999999999,0.0003,0.0005,4326,1305,1673,929,25,94,94
0.0052774571315375995,-0.0013711625541107763,0.0007999999999999999,0.0003,0.0005,4350,1298,1673,915,26,90,90
0.005488177414336446,-0.0018647180831995005,0.0007999999999999999,0.0003,0.0005,4343,1287,1634,818,27,97,97
0.005311386059466641,-0.002072456715339362,0.0007999999999999999,0.0003,0.0005,4330,1280,1556,736,28,104,104
0.00513040171934539,-0.002354220424534298,0.0007999999999999999,0.0003,0.0005,4330,1300,1596,709,29,102,102
0.005510592994115511,-0.002839185706761196,0.0007999999999999999,0.0003,0.0005,4353,1277,1628,651,30,98,98
0.005457507207319937,-0.003174869806132287,0.0007999999999999999,0.0003,0.0005,4360,1268,1570,594,31,105,105
0.005176545193618525,-0.003807883113837796,0.0007999999999999999,0.0003,0.0005,4347,1261,1613,533,32,110,110
0.004750185114063018,-0.003809737984095913,0.0007999999999999999,0.0003,0.0005,4335,1265,1609,540,33,110,110
0.003918235567556825,-0.003393620233515784,0.0007999999999999999,0.0003,0.0005,4332,1274,1681,640,34,101,101
0.004542270365539661,-0.0031249679318992693,0.0007999999999999999,0.0003,0.0005,4344,1274,1639,665,35,101,101
0.004605538060247808,-0.0029761035919586777,0.0007999999999999999,0.0003,0.0005,4356,1273,1650,733,36,93,93
0.004841986345793781,-0.0030732673090591253,0.0007999999999999999,0.0003,0.0005,4339,1268,1634,674,37,99,99
0.004911769848716245,-0.003097264602903573,0.0007999999999999999,0.0003,0.0005,4342,1253,1604,674,38,101,101
0.004674516060556846,-0.0030139565622387247,0.0007999999999999999,0.0003,0.0005,4346,1261,1627,689,39,99,99
0.004437960089529764,-0.002989654504203314,0.0007999999999999999,0.0003,0.0005,4366,1260,1560,754,40,95,95
0.0045580093235582,-0.0029844970873745217,0.0007999999999999999,0.0003,0.0005,4352,1254,1602,761,41,93,93
0.0041679125718621516,-0.003053527074784689,0.0007999999999999999,0.0003,0.0005,4328,1253,1587,755,42,96,96
0.00407798097083089,-0.003330946300332036,0.0007999999999999999,0.0003,0.0005,4372,1260,1589,706,43,102,102
